Temat,topic,skill,match_score,Cele podstawowe,Cele ponadpodstawowe,chapter_requirements
Działania na potęgach,Działania na potęgach,I. Potęgi o podstawach wymiernych. Uczeń: 2) mnoży i dzieli potęgi o wykładnikach całkowitych dodatnich; 3) mnoży potęgi o różnych podstawach i jednakowych wykładnikach; 4) podnosi potęgę do potęgi.,100.0,"['umie doprowadzić wyrażenie do prostszej postaci, stosując działania na potęgach (P)']","['umie doprowadzić wyrażenie do prostszej postaci, stosując działania na potęgach (R - W)', 'umie porównywać potęgi o róż nych podstawach i różnych wykładnikach, stosując działania na potęgach (D - W)', 'umie stosować działania na potęgach w zadaniach tekstowych (R - D)', 'umie obliczyć wartość wyrażenia arytmetycznego, stosując działania na potęgach (R)']","[(1, 2), (1, 3), (1, 4)]"
Iloczyn i iloraz potęg o jednakowych podstawach,Iloczyn i iloraz potęg o jednakowych podstawach,I. Potęgi o podstawach wymiernych. Uczeń: 2) mnoży i dzieli potęgi o wykładnikach całkowitych dodatnich.,100.0,"['zna wzór na mnożenie i dzielenie potęg o tych samych podstawach (K)', 'rozumie powstanie wzoru na mnożenie i dzielenie potęg o tych samych podstawach (P)', 'umie zapisać w postaci jednej potęgi iloczyny i ilorazy potęg o takich samych podstawach (K - P)', 'umie mnożyć i dzielić potęgi o tych samych podstawach (K)', 'umie stosować mnożenie i dzielenie pot ęg o tych samych podstawach do obliczania wartości liczbowej wyrażeń (P)']","['umie stosować mnożenie i dzielenie potęg o tych samych podstawach do obliczania wartości liczbowej wyrażeń (R- D)', 'umie rozwiązać nietypowe zadanie tekstowe związane z potęgami (R - D)', 'um ie wykonać porównanie ilorazowe potęg o jednakowych podstawach (R)']","[(1, 2)]"
Jaki to procent?,Jaki to procent?,"V. Obliczenia procentowe. Uczeń: 3) oblicza, jaki procent danej liczby b stanowi liczba a .",100.0,"['zna sposób obliczania, jakim procentem jednej liczby jest druga liczba (P)', 'umie obliczyć, jakim procentem jednej liczby jest druga liczba (P)']","['umie obliczyć, jakim procentem jednej liczby jest druga liczba (R)', 'umie rozwiązać zadanie tekstowe dotyczące obliczania , jakim procentem jednej liczby jest druga liczba (R - W)']","[(5, 3)]"
Jednomiany,Jednomiany,IV. Przekształcanie wyrażeń algebraiczny ch. Sumy algebraiczne i działania na nich. Uczeń: 1) porządkuje jednomiany i dodaje jednomiany podobne (tzn. różniące się jedynie współczynnikiem liczbowym).,100.0,"['zna pojęcie jednomianu (K)', 'zna pojęcie jednomianów podobnych (K)', 'umie porządkować jednomiany (K - P)', 'umie określić współczynniki liczbowe jednomianu (K)', 'umie rozpoznać jednomiany podobne (K)']",['umie zapisywać warunki zadania w postaci jednomianu (R - W)'],"[(4, 1)]"
Kąty,Kąty,"VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 1) zna i sto suje twierdzenie o równości kątów wierzchołkowych (z wykorzystaniem zależności między kątami przyległymi); 3) korzysta z własności prostych równoległych, w szczególności stosuje równość kątów odpowiadających i naprzemianległych.",100.0,"['zna pojęcie kąta (K)', 'zna pojęcie miary kąta (K)', 'zna rodzaje kątów (K - P)', 'umie konstruować kąt przystający do danego (K)', 'zna nazwy kątów utworzonych przez dwie przecinające się proste oraz kątów utworzonych pomiędzy dwiema prostymi równoległymi przeciętymi trzecią prostą i związki pomiędzy nimi (K - P)', 'umie obliczyć miary katów przyległych, wierzchołkowych, odpowiadających, naprzemianległych , gdy dana jest miara jednego z nich (P)']","['umie obliczać na podstawie rysunku miary kątów (R)', 'umie rozwiązywać zadania tekstowe dotyczące kątów (R - W)']","[(8, 1), (8, 3)]"
Liczby,Liczby,Powtórzenie i utrwalenie umiejętności z zakresu podstawy programowej dla klas IV -VI.,100.0,"['rozumie rozszerzenie osi liczbowej na liczby ujemne (K)', 'umie porównywać liczby wymierne (K - P)', 'umie zaznaczać liczbę wymierną na osi liczbo wej (K)', 'umie znajdować liczbę wymierną leżącą pomiędzy dwiema danymi na osi liczbowej (P)', 'umie zamieniać ułamek zwykły na dziesiętny i odwrotnie (K - P)']","['umie znajdować liczby spełniające określone warunki (R)', 'umie porządkować liczby wymierne (R)']",[]
Liczby spełniające równania,Liczby spełniające równania,"VI. Równania z jedną niewiadomą. Uczeń: 1) sprawdza, czy dana liczba jest rozwiązaniem równ ania (stopnia pierwszego, drugiego lub trzeciego) z jedną niewiadomą.",100.0,"['zna pojęcie rozwiązania równania (K)', 'zna pojęcia: równania równoważne, tożsamościowe, sprzeczne (P)', 'rozumie pojęcie rozwiązania równania (K)', 'umie sprawdzić, czy dana liczba spełnia równanie (K)', 'umie rozpoznać równania równoważne (P)', 'umie zbudować równanie o podanym rozwiązaniu (P)']","['umie zbudować równanie o podanym rozwiązaniu (R)', 'wyszukuje wśród równań z wartością bezwzględną równania sprzeczne (R - D)']","[(6, 1)]"
Mnożenie i dzielenie liczb dodatnich,Mnożenie i dzielenie liczb dodatnich,Powtórzenie i utrwalenie umiejętności z zakresu podstawy programowej dla klas IV -VI.,100.0,"['zna algorytm mnożen ia i dzielenia liczb wymiernych dodatnich (K)', 'umie podać odwrotność liczby (K)', 'umie mnożyć i dzielić przez liczbę naturalną (K)', 'umie mnożyć i dzielić liczby wymierne dodatnie (P)', 'umie obliczać ułamek danej liczby naturalnej (K)', 'umie obliczać liczbę na pods tawie danego jej ułamka (P)']","['umie zamieniać jednostki długości, masy (R)', 'zna przedrostki mili i kilo (R)', 'umie zamieniać jednostki długości na mikrony i jednostki masy na karaty (R)']",[]
Mnożenie jedn omianów przez sumy algebraiczne,Mnożenie jednomianów przez sumy algebraiczne,IV. Przekształcanie wyrażeń algebraicznych. Sumy algebraiczne i działania na nich. Uczeń: 3) mnoży sumy algebraiczne przez jednomian i dodaje wyr ażenia powstałe z mnożenia sum algebraicznych przez jednomiany.,98.87640449438202,"['umie przemnożyć każdy wyraz sumy algebraicznej przez liczbę (K)', 'umie przemnożyć każdy wyraz sumy algebraicznej przez jednomian (P)', 'umie obliczyć wartość liczbową wyrażenia dla zmiennych wymiernych po przekształceniu do postaci dogodnej do obliczeń (P)', 'umie podzielić sumę algebraiczną przez liczbę wymierną (P)']","['umie zinterpretować geometrycznie iloczyn sumy algebraicznej przez jednomian (D)', 'umie obliczyć wartość wyrażenia dla zmiennych wymiernych po przekształceniu do postaci dogodnej do obliczeń (R - D)', 'umie stosować mnożenie jednomianów przez sumy (D - W)']","[(4, 3)]"
Mnożenie sum algebraicznych,Mnożenie sum algebraicznych,"IV. Przekształcanie wyrażeń algebraicznych. Sumy algebraiczne i działania na nich. Uczeń: 4) mnoży dwumian przez dwumian, redukując wyrazy podobne.",100.0,['umie pomnożyć dwumian przez dwumian (P)'],"['umie mnożyć sumy algebraiczne (R)', 'umie doprowadzić wyrażenie algebraiczne do prostszej postaci, stosując mnożenie sum algebra icznych (R- D)', 'umie interpretować geometrycznie iloczyn sum algebraicznych (R)', 'umie stosować mnożenie sum algebraicznych w zadaniach tekstowych (R - W)', 'umie wykorzystać mnożenie sum algebraicznych do dowodzenia własności liczb (D - W)']","[(4, 4)]"
Notacja wykładnicza,Notacja wykładnicza,"I. Potęgi o podstawach wymiernych. Uczeń: 5) odczytuje i zapisuje liczby w notacji wykładniczej∙ 10 , gdy 1 ≤< 10 , k jest liczbą całkowitą.",100.0,"['zna pojęcie notacji wykładniczej dla danych liczb (K)', 'umie zapisać dużą liczbę w notacji wykładniczej (K - P)']","['rozumie potrzebę stosowania notacji wykładniczej w praktyce (R)', 'umie zapisać daną liczbę w notacji wykładniczej (R)', 'umie porównać liczby zapisane w notacj i wykładniczej (R- D)', 'umie obliczyć wartość wyrażenia arytmetycznego zawierającego liczby zapisane w notacji wykładniczej', 'umie wykonać porównywanie ilorazowe dla liczb podanych w notacji wykładniczej (R - D)', 'umie stosować notację wykładniczą do zamiany jednos tek (R- D)']","[(1, 5)]"
Notacja wykładnicza (cd.),Notacja wykładnicza (cd.),"I. Potęgi o podstawach wymiernych. Uczeń: 5) odczytuje i zapisuje liczby w notacji wykładniczej∙ 10 , gdy 1 ≤< 10 , k jest liczbą całkowitą.",100.0,"['zna pojęcie potęgi liczby 10 o wykładniku całkowitym ujemnym (K)', 'umie zapisać bardzo małą liczbę w notacji wykładniczej, wykorzystując potęgi liczby 10 o ujemnych wykładnikach( P)']","['rozumie potrzebę stosowania notacji wykładniczej w praktyce (R)', 'umie zapisać liczbę w notacji wykładniczej (R)', 'umie wykonać porównywanie ilorazowe dla liczb podanych w notacji wykładniczej (R - D)', 'umie stosować notację wykładniczą do zamiany jednostek (R - D)', 'umie obliczyć wartość wyrażenia ary tmetycznego zawierającego liczby zapisane w notacji wykładniczej (D)']","[(1, 5)]"
"O ile procent więcej, o ile mniej. Punkty procentowe","O ile procent więcej, o ile mniej. Punkty procentowe","V. Obliczenia procentowe. Uczeń: 5) stosuje obliczenia procentowe do rozwiązywania problemów w kontekście praktycznym, również w przypadkach dwukrotnych podwy żek lub obniżek danej wielkości.",100.0,"['umie obliczyć, o ile procent jest większa (mniejsza) liczba od danej (K - P)', 'zna i rozumie określenie punkty procentowe (P)']","['umie obliczyć, o ile procent jest większa (mniejsza) liczba od danej (R)', 'umie zastosować powyższe obliczenia w zadaniach tekstowych (R - W)']","[(5, 5)]"
Objętość graniastosłupa,Objętość graniastosłupa,"XI. Geometria przestrzenna. Uczeń: 2) oblicza objętości i pola powierzchni graniastosłupów prostych, prawidłowych i takich, które nie są prawidłowe .",100.0,"['zna pojęcie wysokości graniastosłupa (K)', 'zna wzór na obliczanie objętości graniastosłupa (K)', 'umie obliczyć objętość graniastos łupa (K - P)']","['umie obliczyć objętość graniastosłupa (R)', 'umie rozwiązać zadanie tekstowe związane z objętością graniastosłupa (R - W)']","[(11, 2)]"
Objętość prostopadłościanu. Jednostki objętości,Objętość prostopadłościanu. Jednostki objętości,"XI. Geometria przestrzenna. Uczeń: 2) oblicza objętości i pola powierzchni graniastosłupów prostych, prawidłowych i takich, które nie są prawidłowe .",100.0,"['zna wzory na obliczanie objętości prostopadłościanu i sześcianu (K)', 'zna jednostki objętości (K)', 'rozumie zasady zamiany jedn ostek objętości (P)', 'rozumie pojęcie objętości figury (K)', 'umie zamieniać jednostki objętości (K - P)', 'umie obliczyć objętość prostopadłościanu i sześcianu (K - P)', 'umie rozwiązać zadanie tekstowe związane z objętością prostopadłościanu (P)']","['umie zamieniać jednostk i objętości (R - D)', 'umie rozwiązać zadanie tekstowe związane z objętością prostopadłościanu (R- W)']","[(11, 2)]"
"Obliczanie li czby, gdy dany jest jej procent","Obliczanie liczby, gdy dany jest jej procent","V. Obliczenia procentowe. Uczeń: 4) oblicza liczbę b , której p procent jest równe a .",87.64044943820225,"['wie jak obliczyć liczbę na podstawie jej procentu (P)', 'umie obliczyć liczbę na podstawie jej procentu (P)']","['umie obliczyć liczbę na podstawie jej procentu (R)', 'umie rozwiązać zadanie tekstowe dotyczące obliczania liczby na podstawie jej procentu (R- W)']","[(5, 4)]"
Obliczanie procentu danej liczby,Obliczanie procentu danej liczby,V. Obliczenia procentowe. Uczeń: 2) oblicza liczbę a równą p procent danej liczby b .,100.0,['umie obliczyć procent danej liczby (K - P)'],"['umie rozwiązać zadanie tekstowe dotyczące obliczania procentu danej liczby (R - W)', 'umie wykorzystać diagramy do rozwiązyw ania zadań tekstowych (R- W)']","[(5, 2)]"
Obliczenia procentowe,Obliczenia procentowe,"V. Obliczenia procentowe. Uczeń: 5) stosuje obliczenia procentowe do rozwiązywania problemów w kontekście praktycznym, również w przypadkach dwukrotnych podwy żek lub obniżek danej wielkości.",100.0,['umie rozwiązywać zadania związane z procentami (P)'],"['umie odczytać z diagramu informacje potrzebne w zadaniu (R - D)', 'umie rozwiązywać zadania związane z procentami (R - D)', 'umie stosować własności procentów w sytuacji ogólnej (W)']","[(5, 5)]"
Oś liczbowa. Odległość liczb na osi liczbowej,Oś liczbowa. Odległość liczb na osi liczbowej,"X. Oś liczbowa. Układ współrzędnych na płaszczyźnie. Uczeń: 1) zaznacza na osi liczbowej zbiory liczb spełniających warunek taki jak x ≥ 1,5 lub taki jak x < − .",100.0,"['umie odczytać z osi liczbowej liczby spełniające określony warunek (K)', 'umie opisać zbiór liczb za pomocą nierówności (K)', 'umie zaznaczyć na osi liczbowej liczby spełniające określoną nierówność (K - P)', 'umie zapisać nierówność, jaką spełniają liczby z zaznaczonego na osi liczbowej zbioru (P)', 'zna pojęcie odległości między dwiema liczbami na osi liczbowej (K)', 'umie na podstawie rysunku osi liczbowej określić odległość między liczbami (K)', 'umie obliczyć odległość między liczbami na osi liczbowej (P)']","['umie zaznaczać na osi liczbowej zbiór liczb, które spełniają jednocześnie dwie nierówności (R- D)', 'umie znaleźć liczby znajdujące się w określonej odległości na osi liczbowej od danej liczby (R- D)', 'umie wykorzystywać wartość be zwzględną do obliczeń odległości liczb na osi liczbowej (R- W)', 'umie znaleźć rozwiązanie równ ania z wartością bezwzględną (W)']","[(10, 1)]"
Pierwiastki,Pierwiastki,"II. Pierwiastki. Uczeń: 1) oblicza wartości pierwiastków kwadratowych i sześciennych z liczb, które są odpowiednio kwadratami lub sześcianami liczb wymiernych; 2) szacuje wielkość danego pierwiastka kwadratowego lub sześciennego oraz wyrażenia arytmetycznego zawierającego pierwiastki; 3) porównuje wartość wyrażenia arytmetycznego zawierającego pierwiastki z daną liczbą wymierną oraz znajduje liczby wymierne większe lub mniejsze od takiej wartości.",100.0,"['zna pojęcia pierwiastka arytmetycznego II stopnia z liczby nieujemnej oraz pierwiastka III stopnia z dowolnej liczby (K)', 'zna wzór na obliczanie pierwiastka II stopnia z kwadratu liczby nieujemnej i pierwiastka III stopnia z sześcianu dowolnej liczby (K)', 'umie obliczyć pierwiastek II stopnia z kwadratu liczby nieujemnej i pierwiastek III stopnia z sześcianu dowolnej liczby (K)', 'umie obliczyć pierwiastek arytmetyczny II stopnia z liczby nieujemnej i pierwiastek III stopnia z dowolnej liczby (K - P)', 'umie oszacować wartość wyrażenia zawierającego pierwiastki (P)']","['umie oszacować wartość wyrażenia zawi erającego pierwiastki (R)', 'umie obliczyć wartość wyrażenia arytmetycznego zawierającego pierwiastki (R- D)', 'umie oszacować liczbę niewymierną (R - D)', 'umie wykonywać działania na liczbach niewymiernych (R - D)']","[(2, 1), (2, 2), (2, 3)]"
Podwyżki i obniżki,Podwyżki i obniżki,V. Obliczenia procentowe. Uczeń:,100.0,"['rozumie pojęcia podwyżka (obniżka) o pewien procent (K)', 'wie, jak obliczyć podwyżkę (obniżkę) o pewien procent (K)', 'umie obliczyć podwyżkę (obniżkę) o pewien procent (K - P)']",['umie rozwiązać zadanie tekstowe dot yczące obliczania podwyżek i obniżek o pewien procent (R- W)'],[]
Pola wielokątów,Pola wielokątów,"IX. Wielokąty. Uczeń: 2) stosuje wzory na pole trójkąta, prostokąta, kwadratu, równoległoboku, rombu, trapezu, a także do wyznaczania długości odci nków. VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 8) przeprowadza dowody geometryczne.",100.0,"['zna wzory na obliczanie pól wielokątów (K)', 'umie obliczać pola wielokątów (K)']","['umie rozwiązywać zadania tekstowe związane z obliczaniem pól i obwodów wielokątów na płaszczyźnie (R - D)', 'umie obliczać pola wielokątów (R - W)']","[(9, 2), (8, 8)]"
Pole prostokąta. Jednostki pola,Pole prostokąta. Jednostki pola,"IX. Wielokąty. Uczeń: 2) stosuje wzory na pole trójkąta, prostokąta, kwadratu, równoległoboku, rombu, trapezu, a także do wyznaczania długości odci nków.",100.0,"['zna jednostki miary pola (K)', 'zna zależności pomiędzy jednostkami pola (K - P)', 'umie zamieniać jednostki pola (P)', 'zna wzór na pole prostokąta (K)']","['umie zamieniać jednostki pola (R)', 'umie rozwiązywać trudniejsze zadania dotyczące pola prostokąta (R - D)']","[(9, 2)]"
Potęga o wykładniku naturalnym,Potęga o wykładniku naturalnym,I. Potęgi o podstawach wymiernych. Uczeń: 1) zapisuje iloczyn jednakowych czynników w postaci potęgi o wykładniku całkowitym dodatnim.,100.0,"['zna i rozumie pojęcie potęgi o wykładniku naturalnym (K)', 'umie obliczyć potęgę o wykładniku naturalnym (K)', 'umie zapisać liczbę w postaci potęgi (P )', 'umie porównać potęgi o różnych wykładnikach naturalnych i takich samych podstawach oraz o takich samych wykładnikach naturalnych i różnych dodatnich podstawach (K - P)', 'umie określić znak potęgi, nie wykonując obliczeń (P)', 'umie obliczyć wartość wyrażenia ar ytmetycznego zawierającego potęgi (P)']","['umie zapisać liczbę w postaci iloczynu potęg liczb pierwszych (R)', 'umie obliczyć wartość wyrażenia arytmetycznego zawierającego potęgi (R - D)', 'umie rozwiązać nietypowe zadanie tekstowe związane z potęgami (W)', 'umie przeksz tałcić wyrażenie arytmetyczne zawierające potęgi (W)', 'umie podać cyfrę jedności liczby podanej w postaci potęgi (D)']","[(1, 1)]"
Potęgowanie iloczynu i ilorazu,Potęgowanie iloczynu i ilorazu,I. Potęgi o podstawach wymiernych . Uczeń: 3) mnoży potęgi o różnych p odstawach i jednakowych wykładnikach.,100.0,"['zna wzór na potęgowanie iloczynu i ilorazu (K)', 'rozumie powstanie wzoru na potęgowanie iloczynu i ilorazu (P)', 'umie zapisać w postaci jednej potęgi iloczyny i ilorazy potęg o takich samych wykładnikach (K - P)', 'umie potęgować iloczyn i iloraz (K)', 'umie zapisać iloczyn i iloraz potęg o tych samych wykładnikach w postaci jednej potęgi (K - P)']",['umie stosować potęgowanie iloczynu i ilorazu w zadaniach tekstowych (R- D)'],"[(1, 3)]"
Potęgowanie potęgi,Potęgowanie potęgi,I. Potęgi o podstawach wymiernych. Uczeń: 4) podnosi potęgę do potęgi.,100.0,"['zna wzór na potęgowanie potęgi (K)', 'rozumie powstanie wzoru na potęgowanie potęgi (P)', 'umie zapisać w postaci jednej potęgi potęgę potęgi (K)', 'umie potęgować potęgę (K)', 'umie przedstawić potęgę w postaci potęgowania potęgi (P)', 'umie stosować potęgowanie potęgi do obliczania wartości liczbowej wyrażeń (P)']","['umie porównać potęgi sprowadzając je do tej samej podstawy (R)', 'umie stosować potęgowanie potęgi do obliczania wartości li czbowej wyrażeń (R – D)', 'umie porównać i porządkować potęgi, korzystając z potęgowania potęgi (W)']","[(1, 4)]"
Procenty i ułamki,Procenty i ułamki,V. Obliczenia procentowe. Uczeń: 1) przedstawia część wielkości jako procent tej wielkości.,100.0,"['zna pojęcie procentu ( K)', 'rozumie potrzebę stosowania procentów w życiu codziennym (K)', 'umie wskazać przykłady zastosowań procentów w życiu codziennym (K)', 'umie zamienić procent na ułamek (K)', 'umie zamienić ułamek na procent (K - P)', 'umie zamienić liczbę wymierną na procent (P)', 'umie określić procentowo zaznaczoną część figury (K - P) i zaznaczyć procent danej figury (K - P)']","['zna pojęcie promila (R)', 'umie zamieniać ułamki, procenty na promile i odwrotnie (R)']","[(5, 1)]"
Procenty w zadaniach tekstowych,Procenty w zadaniach tekstowych,"VI. Równania z jedną niewiadomą. Uczeń: 4) rozwiązuje zadania tekstowe za pomocą równań pierwszego stopnia z jedną niewiadomą, w tym także z obliczeniami procentowym i.",100.0,"['umie analizować treść zadania z procentami o prostej kons trukcji (P)', 'umie rozwiązać proste zadanie tekstowe z procentami za pomocą równania (P)']","['umie wyrazić treść zadania z procentami za pomocą równania (R - W)', 'umie rozwiązać zadanie tekstowe z procentami za pomocą równania i sprawdzić poprawność rozwiązania (R - W )']","[(6, 4)]"
Proste i odcinki,Proste i odcinki,"VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 2) przedstawia na płaszczyźnie dwie proste w różnych położeniach względem siebie, w szczególności proste prostopadłe i proste równoległe.",100.0,"['zna podstawowe pojęcia: punkt, prosta, odcinek (K)', 'zna pojęcie prostych prostopadłych i równoległych (K)', 'umie kreślić proste i odcinki prostopadłe przechodzące przez dany punkt (P)', 'umie podzielić odcinek na połowy (P)', 'wie, jak obliczyć odległość punktu od prostej i odległość pomiędzy prostymi (P)', 'zna warunek współliniowości trzech punktów (P)']","['umie kreślić proste i odcinki równoległe przechodzące przez dany punkt (R)', 'umie obliczyć odległość punktu od prostej i odległość pomiędzy prostymi (R)', 'umie sprawdzić współliniowość trzech punktów (R)']","[(8, 2)]"
