Temat,topic,skill,match_score,Cele podstawowe,Cele ponadpodstawowe,chapter_requirements
Przekształcanie wzorów,P rzekształcanie wzorów,VI. Równania z jedną niewiadomą. Uczeń:,97.77777777777777,"['umie przekształcać proste wzory (P)', 'umie wyznaczyć z prostego wzoru określoną wielkość (P)']","['umie przekształcać wzory, w tym fizyczne i geometryczne (R - D)', 'umie wyznaczyć ze wzoru określoną wielkość (R - W)']",[]
Przykłady graniastosłupów,Przykłady graniastosłupów,XI. Geometria przestrzenna. Uczeń: 1) rozpoznaje graniastosłupy i ostrosłupy – w tym proste i prawidłowe;,100.0,"['zna pojęcie prostopadłościanu (K)', 'zna pojęcie graniastosłupa prostego (K)', 'zna pojęcie graniastosłupa pochyłego (P)', 'zna pojęcie graniastosłupa prawidłowego (K)', 'zna budowę graniastosłupa (K)', 'rozumie sposób tworzenia nazw graniastosłupów (K)', 'umie wskazać na modelu graniastosłupa prostego krawędzie i ściany prostopadłe oraz równoległe (K)', 'umie wskazać na rysunku graniastosłupa prostego krawędzie i ściany prostopadłe oraz równoległe (P)', 'umie określić liczbę wierzchołków, krawędzi i ścian graniastosłupa (K - P)', 'umie rysować graniastosłup prosty w rzucie równoległym (K -P)', 'umie obliczyć sumę długośc i krawędzi graniastosłupa (P)']","['umie obliczyć sumę długości krawędzi graniastosłupa (R)', 'umie rozwiązać zadanie tekstowe związane z sumą długości krawędzi (R - D)', 'umie rozwiązać nietypowe zadanie związane z rzutem graniastosłupa (W)']","[(11, 1)]"
Przystawanie trójkątów,Przystawanie trójkątów,VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 4) zna i stosuje cechy przystawania trójkątów; 8) przeprowadza dowody geometryczne.,100.0,"['zna definicję figur przystających (K)', 'zna cechy przystawania trójkątów (P)', 'umie wskazać figury przystające (K)', 'umie konstruować trójkąt o danych trzech bokach (P)', 'umie rozpoznawać trójkąty przystające (P - R)']","['umie konstruować trójkąt o danych dwóch bokach i kącie między nimi zawartym (R)', 'umie konstruować trój kąt, gdy dany jest bok i dwa kąty do niego przyległe (D)', 'umie rozwiązywać zadania konstrukcyjne (R - W)', 'umie uzasadniać przystawanie trójkątów (R - D)']","[(8, 4), (8, 8)]"
Rozwinięc ia dziesiętne liczb wymiernych,Rozwinięcia dziesiętne liczb wymiernych,Powtórzenie i utrwalenie umiejętności z zakresu podstawy programowej dla klas IV -VI.,93.67088607594937,"['zna pojęcia: rozwinięcie dziesiętne skończone, nieskończone, okres (K)', 'umie zapisać liczby wymierne w postaci rozwinięć dziesiętnych skończonych i rozwinięć dziesiętnych nieskończonych okresowych (K - P)', 'umie porównywać liczby wymierne (P)', 'umie określić na podstawie rozwinięcia dziesiętnego, czy dana liczba jest liczbą wymierną (P)']","['zna warunek konieczny zamiany ułamka zwykłego na ułamek dziesiętny skończony (R)', 'umie przedstawić rozwinięcie dziesiętne nieskończone okresowe w pos taci ułamka zwykłego (R- D)', 'umie porządkować liczby wymierne (R)']",[]
Rozwiązywanie równań,Rozwiązywanie równań,"VI. Równania z jedną niewiadomą. Uczeń: 2) rozwiązuje równania pierwszego stopnia z jedną niewiadomą metodą równań równoważnych; 3) rozwiązuje równania, które po pr ostych przekształceniach wyrażeń algebraicznych sprowadzają się do równań pierwszego stopnia z jedną niewiadomą.",100.0,"['zna metodę równań równoważnych (K -P)', 'umie stosować metodę równań równoważnych (K - P)', 'umie rozwiązywać równania posiadające jeden pierwiastek, równania sprzeczne i tożsamościowe (K - P)', 'umie rozwiązywać równania bez stosowania przekształceń na wyrażeniach algebraicznych (K)', 'umie rozwiązywać równania z zastosowaniem prostych przekształceń na wyrażeniach algebraicznych (P)']","['umie stosować metodę równań równoważnych (R)', 'umie rozwiązywać równania posiadające jeden pierwiastek, równania sprzeczne i tożsamościowe (R- D)', 'umie rozwiązywać równania z zastosowaniem przekształceń na wyrażeniach algebraicznych (R- D)']","[(6, 2), (6, 3)]"
Siatki graniastosł upów. Pole powierzchni,Siatki graniastosłupów. Pole powierzchni,"XI. Geometria przestrzenna. Uczeń: 2) oblicza objętości i pola powierzchni graniastosłupów prostych, prawidłowych i takich, które nie są prawidłowe .",88.60759493670886,"['zna pojęcie siatki graniastosłupa (K)', 'zna pojęcie pola powierzchni graniastosłupa (K)', 'zna wzór na obliczanie pola powierzchni graniastosłupa (K)', 'rozumie pojęcie pola figury (K)', 'rozumie sposób obliczania pola powierzchni jako pola si atki (P)', 'rozumie zasadę kreślenia siatki (K)', 'umie rozpoznać siatkę graniastosłupa prostego (K - P)', 'umie kreślić siatkę graniastosłupa prostego o podstawie trójkąta lub czworokąta (K)', 'umie obliczyć pole powierzchni graniastosłupa prostego (K - P)', 'umie rozwiązać zadanie tekstowe związane z polem powierzchni graniastosłupa prostego (P)']","['umie kreślić siatkę graniastosłupa o podstawie dowolnego wielokąta (P - R)', 'umie rozpoznać siatkę graniastosłupa (R - W)', 'umie obliczyć pole powierzchni graniastosłupa (R)', 'umie rozwiązać zadanie tekstowe związane z polem powierzchni graniastosłupa prostego (R- W)']","[(11, 2)]"
Sumy algebraiczne,Sumy algebraiczne,IV. Przekształcanie wyrażeń algebraicznych. Sumy algebraiczne i działania na nich. Uczeń: 1) porządkuje jednomiany i dodaje jednomiany podobne (tzn. różniące się jedynie współczynnikiem liczbowym).,100.0,"['zna pojęcie sumy algebraicznej (K)', 'zna pojęcie wyrazów podobnych (K)', 'rozumie zasadę przeprowadzania redukcji wyrazów podobnych (P)', 'umie odczytać wyrazy sumy algebraicznej (K)', 'umie wskazać współczynniki sumy algebraicznej (K)', 'umie wyodrębnić wyrazy podobne (K)', 'umie zredukować wyrazy podobne (K - P)']","['umie obliczyć sumę algebraiczną znając jej wartość dla podanych wartości występujących w niej zmiennych (D)', 'umie zapisywać warunki zadania w postaci sumy algebraicznej (R - W)']","[(4, 1)]"
Trójkąty,Trójkąty,"VIII. Własności f igur geometrycznych na płaszczyźnie. Uczeń: 5) zna nierówność trójkąta+≥i wie, kiedy zachodzi równość; 6) wykonuje proste obliczenia geometryczne wykorzystując sumę kątów wewnętrznych trójkąta i własności trójkątów równoramienny ch.",100.0,"['zna pojęcie wielokąta (K)', 'zna sumę miar kątów wewnętrznych trójkąta (K)', 'umie kreślić poszczególne rodzaje trójkątów (K - P)', 'umie obliczać na podstawie rysunku miary kątów w trójkącie (P - R)']","['rozumie zasadę klasyfikacji trójkątów (R)', 'umie klasyfikować trójkąty ze względu na boki i kąty (R)', 'umie wybrać z danego zbioru odcinki, z kt órych można zbudować trójkąt ( D)', 'umie stosować zależności między bok ami (kątami) w trójkącie podczas rozwiązywania zadań tekstowych (R - W)', 'zna nierówność trójkąta AB+BC≥AC (W)', 'umie sprawdzić, czy z danych odcinków można zbudować trójkąt (R)']","[(8, 5), (8, 6)]"
Układ współrzędnych,Układ współrzędnych,X. Oś liczbowa. Układ współrzędnych na płaszczyźnie. Uczeń:,100.0,"['umie narysować układ współrzędnych (K)', 'zna pojęcie układu współrzędnych (K)', 'umie odczytać współrzędne punktów ( K)', 'umie zaznaczyć punkty o danych współrzędnych (K)', 'umie rysować odcinki w układzie współrzędnych (K)', 'umie rysować wielokąty w układzie współrzędnych (P)', 'umie obliczyć długość odcinka równoległego do jednej z osi układu (P)']","['umie rozwiązywać zadania tekstow e związane z obliczaniem pól i obwodów wielokątów w układzie współrzędnych (R- D)', 'umie wyznaczyć współrzędne brakujących wierzchołków prostokąta, równoległoboku i trójkąta (R)']",[]
Wartości liczbowe wyrażeń algebraicznych,Wartości liczbowe wyrażeń algebraicznych,III. Tworzenie wyrażeń algebraicznych z jedną i z wieloma zmiennymi . Uczeń: 2) oblicza wartości liczbowe wyrażeń algebraicznych.,100.0,['umie obliczyć wartość liczbową wyrażenia bez jego przekształcenia dla jednej zmiennej wymiernej (K - P)'],['umie obliczyć wartość liczbową wyrażenia bez jego przekształcenia dla kilku zmiennych wymiernych (R- D)'],"[(3, 2)]"
Wielokąty foremne,Wielokąty foremne,IX. Wielokąty. Uczeń: 1) zna pojęcie wielokąta foremnego. VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 8) przeprowadza dowody geometryczne.,100.0,"['zna pojęcie wielokąta foremnego (K)', 'rozumie w łasności wielokątów foremnych (P)', 'umie konstruować sześciokąt i ośmiokąt foremny (P)', 'umie obliczyć miarę kąta wewnętrznego wielokąta foremnego (P)']",['umie rozwiązać zadanie tekstowe związane z wielokątami foremnymi (D - W)'],"[(9, 1), (8, 8)]"
Wyrażenia arytmetyczne,Wyrażenia arytmetyczne,Powtórzenie i utrwalenie umiejętności z zakresu podstawy programowej dla klas IV -VI.,100.0,"['zna kolejność wykonywania działań (K)', 'umie wykonywać działania łączne na liczbach wymiernych dodatnich (P)']","['umie wykonywać działania łączne na liczbach wymiernych dodatnich (R)', 'umie obliczać wartości wyrażeń arytmetycznych zawierających większą liczbę działań (R- D)', 'umie zapisać podane słownie wyrażenia arytmetyczne i obliczać jego wartość (R)', 'umie tworzyć wyrażenia arytmetyczne na podstawie treści zadań i obliczać ich wartość (R- W)']",[]
Zadania tekstowe,Zadania tekstowe,"VI. Równania z jedną niewiadomą. Uczeń: 4) rozwiązuje zadania tekstowe za pomocą równań pierwszego stopnia z jedną niewiadomą, w tym także z obliczeniami procentowymi.",100.0,"['umie analizować treść zadania o prostej konstrukcji (P)', 'umie rozwiązać proste zadanie tekstowe za pomocą równania i sprawdzić poprawność rozwiązania (P)']","['umie wyrazić treść zadania za pomocą równ ania (R- W)', 'umie rozwiązać zadanie tekstowe za pomocą równania i sprawdzić poprawność rozwiązania (R- W)', 'umie rozwiązać zadanie tekstowe za pomocą równania (D - W)']","[(6, 4)]"
Zaokrąg lanie liczb. Szacowanie wyników,Zaokrąglanie liczb. Szacowanie wyników,Powtórzenie i utrwalenie umiejętności z zakresu podstawy progr amowej dla klas IV -VI.,98.66666666666667,"['zna sposób zaokrąglania liczb (K)', 'rozumie potrzebę zaokrąglania liczb (K -P)', 'umie zaokrąglić liczbę do danego rzędu (K - P)', 'umie zaokrąglić liczbę o rozwinięciu dziesiętnym nieskończonym okresowym do danego rzędu (P)', 'umie szacować wyniki działań (K - P)']","['umie dokonać porównań poprzez szacowanie w zadaniach tekstowych (R)', 'umie znajdować liczby spełniające określone warunki (R - W)', 'umie zaokrąglić liczbę o roz winięciu dziesiętnym nieskończonym okresowym do danego rzędu (R- W)']",[]
Zbieranie i opracowywanie danych statystycznych,Zbieranie i opracowywanie danych statystycznych,XIII. Odczytywanie danych i elementy statystyki opisowej. Uczeń: 2) tworzy diagramy słupkowe i kołowe oraz wykresy liniowe na podstawie zebranych przez siebie danych lub danych pochodzących z różnych źródeł .,100.0,"['zna pojęcie danych statysty cznych (K)', 'umie zebrać dane statystyczne (K)', 'umie opracować dane statystyczne (P)', 'umie prezentować dane statystyczne (P)']","['umie opracować dane statystyczne (R - D)', 'umie prezentować dane statystyczne (R - D)']","[(13, 2)]"
Zdarzenia losowe,Zdarzenia losowe,"XII. Wprowadzenie do kombinatoryki i rachunku prawdopodobieństwa. Uczeń: 1) wy znacza zbiory obiektów, analizuje i oblicza, ile jest obiektów, mających daną własność, w przypadkach niewymagających stosowa nia reguł mnożenia i dodawania; 2) przeprowadza proste doświadczenia losowe, polegające na rzucie monetą, rzucie sześcienną kostką do gry, rzucie kostką wielościenną lub losowaniu kuli spośród zestawu kul, analizuje je i oblicza prawdopodobieństwa zdarzeń w doświadczeniach losowych.",100.0,"['zna pojęcie zdarzenia losoweg o (K)', 'umie określić zdarzenia losowe w doświadczeniu (K - P)', 'umie obliczyć prawdopodobieństwo zdarzenia (P)']","['zna pojęcie prawdopodobieństwa zdarzenia losowego (R)', 'umie określić zdarzenia losowe w doświadczeniu (R)', 'umie obliczyć prawdopodobieństwo zdarzenia (R - W)']","[(12, 1), (12, 2)]"
