Temat,topic,skill,match_score,Cele podstawowe,Cele ponadpodstawowe,chapter_requirements
Odejmowanie ułamków dziesiętnych,Odejmowanie ułamków dziesiętnych*,"V. Działania na ułamkach zwykłych i dziesiętnych. Uczeń: 2) dodaje, odejmuje (…) ułamki dziesiętne w pamięci (w przykładach najprostszych), pisemnie (w przypadku gdy ułamki mają razem co najwyżej 6 cyfr różnych od zera) i za pomocą kalkulatora (w przykłada ch trudniejszych) .",100.0,"['zna algorytm odejmowania pisemnego ułamków dziesiętnych (K)', 'umie porównywa ć różnicow o (P)', 'umie odejmować pamięciowo i pisemnie ułamki dziesiętne (P )', 'umie sprawdzać poprawność odejmowania (P)']","['umie rozwiązywać zadania tekstowe na porównywanie różnicowe (R –D)', 'umie obliczać wartości prostych wyrażeń arytmetycznych z uwzględnieniem kolejności działań i nawiasów (R –D)', 'rozwiązywać zadania tekstowe z zastosowaniem odejmowania ułamków dziesiętnych (D –W)']","[(5, 2)]"
Odejmowanie ułamków zwykłych,Odejmowanie ułamków zwykłych*,"V. Działania na ułamkach zwykłych i dziesiętnych. Uczeń: 1) dodaje, odejmuje (…) ułamki zwykłe o mianownikach jedno - lub dwucyfrowych, a także liczby mieszane .",100.0,"['zna algorytm odejmowania ułamków zwykłych o jednakowych mianownikach (K)', 'rozumie odejmowanie jako działanie odwrotne do dodawania (P)', 'umie porównywać różnicowo (P)', 'umie odejmować dwa ułamki zwykłe o tych samych mianownikach (K)', 'umie odejmować liczby mieszane o tych samych mianownikach (P)', 'umie obliczać składnik, znając sumę i drugi składnik (P)', 'umie rozwiązywać zadania z zastosowaniem odejmowania ułamków zwykłych (P)']","['umie odejmować ułamki od całości (R)', 'umie rozwiązywać zadania tekstowe na porównywanie różnicowe (R –D)', 'umie obliczać odjemnik, znając odjemną i różnicę (R)', 'umie rozwiązywać zadania tekstowe z zastosowaniem odejmowania ułamków zwykłych (D–W)']","[(5, 1)]"
Opis prostopadłościanu,Opis prostopadłościanu,X. Bryły. Uczeń: 2) wskazuje wśród graniastosłupów prostopadłościany i sześciany oraz uzasadnia swój wybór .,100.0,"['zna pojęcie prostopadłościanu (K)', 'zna elementy budowy prostopadłościanu (P)', 'umie wyróżniać prostopadłościany spośród figur przestrzennych (K)', 'umie wyróżniać sześciany spośród figur przestrzennych (P)', 'umie wskazywać elementy budowy prostopadłościanu (P)', 'umie wskazywać w prostopadłościan ie ściany prostopadłe i równoległe oraz krawędzie prostopadłe i równoległe na modelu (P)', 'obliczać sumę długości krawędzi sześcianu (P)']","['umie obliczać sumę długości krawędzi prostopadłościanu (R)', 'umie obliczać długość trzeciej krawędzi prostopadłościanu, znając sumę wszystkich jego krawędzi oraz długość dwóch innych (D)', 'umie rysować prostopadłościan w rzucie równoległym (R –D)', 'umie wskazywać w prostopadłościanie ściany prostopadłe i równoległe oraz krawędzie prostopadłe i równoległe na rysunku (R)', 'umie rozwiązywać zadania z treścią dotyczące długości krawędzi prostopadłościanów (D- W)', 'umie określać wymiary prostopadłościanów zbudowanych z sześcianów (R–D)', 'umie charakteryzować prostopadłościany, mając informacje o części ścian (D)', 'umie szkicować widoki brył składających się z kilku prostopadłościanów lub układać bryły na podstawie ich widoków (R –D)', 'umie obliczać długość krawędzi sześcianu, znając sumę wszystkich jego krawędzi (R)']","[(10, 2)]"
Oś liczbowa,Oś liczbowa,I. Liczby naturalne w dziesiątkowym układzie pozycyjnym. Uczeń: 2) interpretuje liczby naturalne na osi liczbowej .,100.0,"['zna pojęcie osi liczbowej (K)', 'rozumie potrzebę dostosowania jednostki osi liczbowej do zaznaczanych liczb (K)', 'umie przedstawiać liczby naturalne na osi liczbowej (K)', 'umie odczytywać współrzędne punktów na osi liczbowej z zaznaczoną jednostką (K –P)']","['umie odczytywać współrzędne punktów na osi liczbowej (R –D)', 'umie ustalać jednostkę osi liczbowej na podstawie dan ych o współrzędnych punktów (R–D)']","[(1, 2)]"
Pole powierzchni prostopadłościanu,Pole powierzchni prostopadłościanu*,"XI. Obliczenia w geometrii. Uczeń: 4) stosuje jednostki pola: mm 2, cm2, dm 2, m2, km2, ar, hektar (bez zmiany jednostek w trakcie obliczeń); 6) oblicza (…) pole powierzchni pros topadłościanu przy danych długościach krawędzi .",100.0,"['zna sposób obliczania pól powierzchni prostopadłościanów i sześcianów (P)', 'umie obliczać pola powierzchni sześcianów (P)', 'umie obliczać pola powierzchni prostopadłościanów na podstawie siatki (P)', 'umie rozwiązywać proste zadania tekstowe z zastosowaniem pól powierzchni prostopadłościanów (P)']","['umie obliczać pola powierzchni prostopadłościanów bez rysunku siatki (R)', 'umie rozwiązywać zadania tekstowe z zastosowaniem pól powierzchni prostopadłościanów ( R- W)', 'umie obliczać długość krawędzi sześcianu, znając jego pole powierzchni (D)', 'umie obliczać pola powierzchni brył złożonych z prostopadłościanów (W)', 'umie obliczać pole bryły powstałej w wyniku wycięcia sześcianu z prostopadłościanu (W)']","[(11, 4), (11, 6)]"
Porównywanie liczb naturalnych,Porównywanie liczb naturalnych,"I. Liczby naturalne w dziesiątkowym układzie pozycyjnym. Uczeń: 3) porównuje liczby naturalne. II. Działania na liczbach naturalnych. Uczeń: 13) odpowiada na pytania dotyczące liczebności zbiorów r óżnych rodzajów liczb z pewnego niewielkiego zakresu (np. od 1 do 200 czy od 100 do 1000) o ile l iczba w odpowiedzi jest na tyle mała, że wszystkie rozważane liczby uczeń może wypisać .",100.0,"['zna symbole nierówności < i > (K)', 'rozumie znaczenie położenia cyfry w liczbie (P)', 'zna związek pomiędzy liczbą cyfr a wielkością liczby (P)', 'umie porównywać liczby (K)', 'umie porządkować liczby w skończonym zbiorze (P)']","['umie zapisywać liczby, których cyfry spełniają podane warunki (W)', 'umie określać liczebność zbioru spełniającego podane warunki (R –W)']","[(1, 3), (2, 13), (2, 1000)]"
Porównywanie ułamków,Porównywanie ułamków,IV. Ułamki zwykłe i dziesiętne. Uczeń: 7) zaznacza i odczytuje ułamki zwykłe (…) na osi liczbowej oraz odczytuje ułamki zwykłe (…) zaznaczone na osi liczbowej; 12) porównuje ułamki (zwykłe (…)).,100.0,"['zna sposób porównywania ułamków o równych licznikach lub mianownikach (P)', 'umie porównywać ułamki zwykłe o równych mianownikach (K)', 'umie porównywać ułamki zwykłe o równych licznikach (P)']","['umie porównywać ułamki zwykłe o różnych licznikach i mianownikach (W)', 'umie rozwiązywać zadania tekstowe z zastosowaniem porównywania ułamków zwykłych (R–W)']","[(4, 7), (4, 12)]"
Porównywanie ułamków dziesiętnych,Porównywanie ułamków dziesiętnych,IV. Ułamki zwykłe i dziesiętne. Uczeń: 12) porównuje ułamki ((…) dziesiętne).,100.0,"['zna algorytm porównywania ułamków dziesiętnych (P)', 'umie porównywać dwa ułamki dziesiętne o tej samej liczbie cyfr po przecinku (K –P)']","['umie porządkować ułamki dziesiętne (R)', 'umie porównywać dowolne ułamki dziesiętne (R)', 'umie porównywać wielkości podane w różnych jednostkach (R–D)', 'umie znajdować ułamki spełniające zadane warunki (D –W),', 'umie określać liczebność zbioru spełniającego podane warunki (R –W)']","[(4, 12)]"
"Proste, półproste, odcinki","Proste, półproste, odcinki","VII. Proste i odcinki. Uczeń: 1) rozpoznaje i nazywa figury: punkt, prosta, półprosta, odcinek .",100.0,"['zna podstawowe figury geometryczne (K)', 'zna pojęcia: prosta, półprosta, odcinek (K)', 'umie rozpoznawać podstawowe figury geometryczne (K)', 'umie kreślić podstawowe figury geometryczne (K)']","['zna pojęcie łamanej (R)', 'umie kreślić łamane spełniające dane warunki (R- W )', 'umie rozwiązywać zadania tekstowe związane z podstawowymi figurami geometrycznymi (R–W)']","[(7, 1)]"
Prostokąty i kwadraty,Prostokąty i kwadraty,"IX. Wielokąty, koła i okręgi. Uczeń: 4) rozpoznaje i nazywa: kwadrat, prostokąt (…); 5) zna najważniejsze własności kwadratu, prostokąta (…).",100.0,"['zna pojęcia: prostokąt, kwadrat (K)', 'zna własności prostokąta i kwadratu (K)', 'zna różnice pomiędzy dowolnym prostokątem a kwadratem (P)', 'umie kreślić prostokąt, kwadrat o danych wymiarach lub przystający do danego na papierze w kratkę (K) oraz na papierze gładkim (P)', 'umie wyróżniać spośród czworokątów prostokąty i kwadraty (P )']",['umie rozwiązywać nietypowe zadania tekstowe dotyczące prostokątów (W)'],"[(9, 4), (9, 5)]"
Rachunki pamięciowe na dużych liczbach,Rachunki pamięciowe na dużych l iczbach,"II. Działania na liczbach naturalnych. Uczeń: 1) dodaje i odejmuje w pamięci liczby naturalne dwucyfrowe l ub większe, liczbę jednocyfrową dodaje do dowolnej liczby naturalnej i odejmuje od dowolnej liczby naturalnej; 3) mnoży i dzieli liczbę naturalną przez liczbę naturalną jednocyfr ową, dwucyfrową lub trzycyfrową (…) w pamięci (w najprostszych przykładach) i za pomo cą kalkulatora (w trudniejszych przykładach) .",96.1038961038961,"['zna algorytm dodawania i odejmowania dziesiątkami, setkami, tysiącami (K - P)', 'zna algorytm mnożenia i dzielenia liczb z zerami na końcu (P)', 'rozumie jakie są korzyści płynące z umiejętności pamięciowego wykonywania działań na dużych liczbach (P)', 'umie dodawać i odejmować liczby z zerami na końcu o jednakowej liczbie zer (K) oraz o różnej liczbie zer (P)', 'umie mnożyć i dzielić przez 10,100,1000 (K)', 'umie mnożyć i dzielić przez liczby z zerami na końcu (P)']","['umie porównywać sumy i różnice, nie wykonując działań (R)']","[(2, 1), (2, 3)]"
Rachunki pamięciowe – dodawanie i odejmowanie,Rachunki pamięciowe – dodawanie i odejmowanie,"I. Liczby naturalne w dziesiątkowym układzie pozycyjnym. Uczeń: 1) zapisuje i odczytuj e liczby naturalne wielocyfrowe. II. Działania na liczbach naturalnych. Uczeń: 1) dodaje i odejmuje w pamięci liczby naturalne dwucyfrowe lub większe, liczbę jednocyfr ową dodaje do dowolnej liczby naturalnej i odejmuje od dowolnej liczby naturalnej; 10) szacuje wyniki działań .",100.0,"['zna pojęcie składnika i sumy (K)', 'zna pojęcie odjemnej, odjemnika i różnicy (K)', 'zna prawo przemienności dodawania (P)', 'umie pamięciowo dodawać i odejmować liczby w zakresie 200 bez przekraczania progu dziesiątkowego i z jego przekraczaniem (K)', 'umie dopełniać składniki do określonej wartości (P)', 'umie obliczać odjemną (lub odjemnik), znając różnicę i odjemnik (lub odjemną) (P)']",['umie dostrzegać zasady zapisu ciągu liczb naturalnych (D –W)'],"[(1, 1), (2, 1), (2, 10)]"
Rachunki pamięciowe – mnożenie i dzielenie,Rachunki pamięciowe – mnożenie i dzielenie,"II. Działania na liczbach naturalnych. Uczeń: 3) mnoży i dzieli liczbę naturalną przez liczbę naturalną jednocyfr ową, dwucyfrową lub trzycyfrową sposobem pisemnym, w pamięci (w n ajprostszych przykładach) i za pomocą kalkulatora (w trudniejszych przykładach); 10) szacuje wyniki działań .",100.0,"['zna pojęcie czynnika i iloczynu (K)', 'zna pojęcie dzielnej, dzielnika i ilorazu (K)', 'zna zasadę nie wykonywalności dzielenia przez 0 (K)', 'zna prawo przemienności mnożenia (P)', 'zna rolę liczb 0 i 1 w poznanych działaniach (K)', 'zna tabliczkę mnożenia (K)', 'umie pamięciowo dzielić liczby dwucyfro we przez jednocyfrowe w zakresie tabliczki mnożenia (K)', 'umie mnożyć liczby przez 0 (K)', 'umie posługiwać się liczbą 1 w mnożeniu i dzieleniu (K)', 'umie obliczać jeden z czynników, mając iloczyn i drugi czynnik (P)', 'umie rozwiązywać jednodziałaniowe zada nia tekstowe (P)']","['umie obliczać dzielną (lub dzielnik), mając iloraz i dzielnik (lub dzielną) (R)', 'umie rozwiązywać jednodziałaniowe trudniejsze zadania tekstowe (R)', 'umie dostrzegać zasady zapisu ciągu liczb naturalnych (D –W)']","[(2, 3), (2, 10)]"
Rozszerzanie i skracanie ułamków,Rozszerzanie i skracanie ułamków,IV. Ułamki zwykłe i dziesiętne. Uczeń: 3) skraca i rozszerza ułamki zwykłe .,100.0,"['zna pojęcie ułamka nieskracalnego (P)', 'zna algorytm skracania i algorytm rozszerzania ułamków zwykłych (P)', 'rozumie, że ułamek można zapisać na wiele sposobów (P)', 'umie skracać (rozszerzać) ułamki zwykłe do danego licznika lub mianownika (P)']","['umie zapisywać ułamki zwykłe w postaci nieskracalnej (R)', 'umie porównywać ułamki zwykłe o różnych mianownikach (W)', 'umie rozwiązywać kryptarytmy (D– W)']","[(4, 3)]"
Różne zapisy tego samego ułamka dziesiętnego,Różne zapisy tego samego ułamka dziesiętnego,IV. Ułamki zwykłe i dziesiętne. Uczeń: 12) porównuje ułamki ((…) dziesiętne).,100.0,"['zna różne sposoby zapisu tych samych liczb (P)', 'rozumie, że dopisywanie zer na końcu ułamka dziesiętnego ułatwia zamianę jednostek i nie zmienia wartości liczby (P)', 'umie zapisywać ułamki dziesiętne z pominięciem końcowych zer (P)']","['umie wyrażać długość i masę w różnych jednostkach (R)', 'umie zamieniać wyrażenia dwumianowane na jednomianowane i odwrotnie (R)', 'umie określać liczebność zbioru spełniającego podane warunki (W)']","[(4, 12)]"
Siatki prostopadłościanów,Siatki prostopadłościanów,X. Bryły. Uczeń: 3) rozpoznaje siatki graniastosłupów prostych (…); 4) rysuje siatki prostopadłościanów .,100.0,"['zna pojęci e siatki prostopadłościanu (P)', 'umie rysować siatki prostopadłościanów i sześcianów (P)', 'umie projektować siatki sześcianów (P)', 'umie sklejać modele z zaprojektowanych siatek (P)']","['umie projektować siatki prostopadłościanów (R)', 'umie projektować siatki prostopadłościanów i sześcianów w skali (R–D)', 'umie stwierdzać, czy rysunek przedstawia siatkę sześcianu (W)', 'umie wskazywać na siatkach ściany prostopadłe i równoległe (R- D)', 'umie podawać wymiary prostopadłościanów na podstawie siatek (R)']","[(10, 3), (10, 4)]"
Skala na planach,Skala na planach*,"XII. Obliczenia praktyczne. Uczeń: 8) oblicza rzeczywistą długość odcinka, gdy dana jest jego długość w skali, oraz długość odcinka w skali, gdy dana jest jego rzeczywista długość .",100.0,"['zna zastosowanie skali na planie (P)', 'zna pojęcie skali na planie (P)']","['umie obliczać na podstawie skali długość odcinka na planie (mapie) lub w rzeczywistości (R)', 'umie określać skalę na podstawie słownego opisu (R)', 'umie stosować podziałkę liniową (R)', 'umie dobierać skalę planu stosownie do potrzeb (R –D)', 'umie przyporządkować fragment mapy do odpowiedniej skali (R)', 'umie obliczać skalę mapy na podstawie długości odpowiedniego odcinka podanego w innej skali (W)']","[(12, 8)]"
System dziesiątkowy,System dziesiątkowy,"I. Liczby naturalne w dziesiątkowym układzie pozycyjnym. Uczeń: 1) zapisuje i odczytuje liczby naturalne wielocyfrowe; 2) interpretuje liczby naturalne na osi liczbowej. II. Działania na liczbach naturalnych. Uczeń: 13) odpowiada na pytania dotyczące liczebności zbiorów r óżnych rodzajów liczb z pewnego niewielkiego zakresu ( np. od 1 do 200 czy od 100 do 1000) o ile l iczba w odpowiedzi jest na t yle mała, że wszystkie rozważane liczby uczeń może wypisać .",100.0,"['zna dziesiątkowy system pozycyjny (K)', 'zna pojęcie cyfry (K)', 'zna różnicę między cyfrą a liczbą (K)', 'umie zapisywać liczbę za pomocą cyfr (K)', 'umie czytać liczby zapisane cyframi (K)', 'umie zapisywać liczby słowami (K –P)']","['umie zapisywać liczby, których cyfry spełniają podane warunki (R –W )', 'umie określać liczebność zbioru spełniającego po dane warunki (R–W)']","[(1, 1), (1, 2), (2, 13), (2, 1000)]"
System rzymski,System rzymski,"I. Liczby naturalne w układzie pozycyjnym. Uczeń: 5) liczby w zakresie do 3 000 zapisane w systemie rzymskim przedstawia w systemie d ziesiątkowym, a zapisane w systemie dziesiątkowym przedstawia w systemie rzymskim.",100.0,"['zna cyfry rzymskie pozwalające zapisać liczby nie większe niż 30 (K)', 'zna rzymski system zapisywania liczb (P)', 'umie przedstawiać za pomocą znaków rzymskich liczby nie w iększe niż 30 (K)', 'umie odczytywać liczby zapisane za pomocą znaków rzymskich nie większe niż 30 (K)']","['zna cyfry rzymskie pozwalające zapisać liczby większe niż 30 (D - W)', 'umie przedstawiać za pomocą znaków rzymskich liczby większe niż 30 (D –W)', 'umie odczytywać liczby większe niż 30 zapisane za pomocą znaków rzymskich (D–W)', 'umie zapisywać w systemie rzymskim liczby największe lub najmniejsze, używając podanych znaków (W)']","[(1, 5)]"
Ułamek jako część całości,Ułamek jako część całości,IV. Ułamki zwykłe i dziesiętne. Uczeń: 1) opisuje część danej całości za pomocą ułamka .,100.0,"['zna pojęcie ułamka jako części całości (K)', 'zna zapis ułamka zwykłego (K)', 'za pomocą ułamka umie opisywać część figury lub część zbioru skończonego (P)', 'umie zapisywać słownie ułamek zwykły (K)', 'umie zaznaczać część figury określoną ułamkiem (K –P) oraz część zbioru skończonego opisanego ułamkiem (P)', 'umie rozwiązywać zadania tekstowe, w których do opisu części skończonego zbioru zastosowano ułamki (P )']",['umie rozwiązywać zadania tekstowe z zastosowaniem ułamków do opisu części skończonego zbioru ( R–W)'],"[(4, 1)]"
Ułamek jako wynik dzielenia,Ułamek jako wynik dzielenia*,"IV. Ułamki zwykłe i dziesiętne. Uczeń: 2) przedstawia ułamek jako iloraz liczb naturalnych, a iloraz liczb naturalnych jako ułamek zwykły .",100.0,"['zna pojęcie ułamka jako ilorazu dwóch liczb naturalnych (K)', 'umie stosować odpowiedniości: dzielna – licznik, dzielnik – mianownik, znak dzielenia – kreska ułamkowa (P)', 'umie przedstawiać ułamki zwykłe w postaci ilorazu liczb naturalnych i odwrotnie (P)']","['zna sposób wyłączania całości z ułamka (R)', 'umie wyłączać całości z ułamków (R)', 'umie porządkować liczby przedstawione w postaci ułamków niewłaściwych i liczb mieszanych(R–D)', 'umie rozwiązywać zadania tekstowe nawiązujące do dzielenia mniejszej liczby przez większą (R–W)']","[(4, 2)]"
Ułamki i liczby mieszane na osi liczbowej,Ułamki i liczby mieszane na osi liczbowej,IV. Ułamki zwykłe i dziesiętne. Uczeń: 7) zaznacza i odczytuje ułamki zwykłe (…) na osi liczbowej oraz odczytuje uła mki zwykłe (…) zaznaczone na osi liczbowej .,100.0,"['rozumie, że ułamek, jak każdą liczbę można przedstawić na osi liczbowej (P)', 'umie przedstawiać ułamek zw ykły na osi liczbowej (P)', 'umie zaznaczać liczby mieszane na osi liczbowej (P )']","['umie odczytywać współrzędne ułamków i liczb mieszanych na osi liczbowej (R)', 'umie ustalać jednostkę na osi liczbowej na podstawie danych o współrzędnych punktów (R–D)', 'umie zaznaczać i odczytywać ułamki o różnych mianownikach na jednej osi liczbowej (D –W)']","[(4, 7)]"
Ułamki niewłaściwe,Ułamki niewłaściwe,"IV. Ułamki zwykłe i dziesiętne. Uczeń: 1) opisuje część danej całości za pomocą ułamka; 5) przedstawia ułamki niewłaściwe w postaci liczby mieszanej, a l iczbę mieszaną w postaci ułamka niewłaściwego .",100.0,"['zna pojęcie ułamków właściwych i niewłaściwych (P)', 'umie odróżniać ułamki właściwe od niewłaściwych (P)', 'umie zamieniać całości na ułamki niewłaściwe (P)']","['zna algorytm zamiany liczb mieszanych na ułamki niewłaściwe (R)', 'umie zamieniać liczby mieszane na ułamki niewłaściwe (R –D)', 'umie porównywać liczby przedstawione w postaci ułamków (R–D)', 'umie rozwiązywać zadania tekstowe z zastosowaniem zamiany ułamków zwykłych (R–W)']","[(4, 1), (4, 5)]"
"Ułamki o mianownikach 10, 100, 1000, …","Ułamki o mianownikach 10, 100, 100…","IV. Ułamki zwykłe i dziesiętne. Uczeń: 1) opisuje część danej całości za pomocą ułamka; 5) przedstawia ułamki niewłaściwe w postaci liczby mieszanej, a l iczbę mieszaną w postaci ułamka niewłaściwego; 8) zapisuje ułamki dziesiętne skończone w postaci ułamkó w zwykłych; 9) zamienia ułamki zwykłe o mianownikach będących dzielnikami lic zb 10, 100, 1000 itd. na ułamki dziesiętne skończone dowolną metodą (przez rozszerzanie lub skracanie ułamków zwykłych, dzielenie licznika przez mianownik w pamięci, pisemnie lub za pomocą kalkulatora) .",93.15068493150685,"['zna dwie postaci ułamka dziesiętnego (K)', 'zna nazwy rzędów po przecinku (P)', 'zna dziesiątkowy układ pozycyjny z rozszerzeniem na części ułamkowe (P)', 'umie zapisywać i odczytywać ułamki dziesiętne (K –P)', 'umie przedstawiać ułamki dziesiętne na osi liczbowej (P)', 'umie zamieniać ułamki dziesiętne na zwykłe (P)', 'umie zapisywać podane kwoty w postaci ułamków dziesiętnych (P)']","['umie obliczać współrzędną liczby zaznaczonej na osi liczbowej, mając dane współrzędne dw óch innych liczb (W)', 'umie zapisywać ułamki dziesiętne, których cyfry spełniają podane warunki (R–D)', 'umie rozwiązywać zadania tekstowe z zastosowaniem ułamków dziesiętnych (W)']","[(4, 1), (4, 5), (4, 8), (4, 9)]"
Wielokąty,Wielokąty,"VII. Proste i odcinki. Uczeń : 2) rozpoznaje proste, odcinki prostopadłe i równoległe; 3) rysuje pary odcinków prostopadłych i równoległych. VIII. Ką ty. Uczeń : 4) rozpoznaje k ą t prosty, ostry i rozwarty .",100.0,"['zna pojęcie wielokąta (K)', 'zna elementy wielokątów oraz ich nazwy (K)', 'umie nazwać wielokąt na podstawie jego cech (K)', 'na podstawie rysunku umie określać punkty należące i nienależące do wielokąta (P)']","['umie rysować wielokąt o określonych cechach (R)', 'umie rozwiązywać zadania związane z podziałem wielokąta na części będące innymi wielokątami (D–W)']","[(7, 2), (7, 3), (8, 4)]"
Wycinanki i układanki,,,,[],"['umie obliczać pola figur złożonych z jednakowych modułów i ich części (R –D)', 'umie szacować pola figur nieregularnych pokrytych siatkami kwadratów jednostkowych (D)', 'umie określać pola wielokątów wypełnionych siatkami kwadratów jednostkowych (D–W)', 'umie rysować figury o danym polu (D –W)', 'umie układać figury tangramowe (D)']",[]
Wzajemne położenie prostych,Wzajemne położenie prostych,"VII. Proste i odcinki. Uczeń: 2) rozpoznaje proste, odcinki prostopadłe i równoległe; 3) rysuje pary odcinków prostopadłych i równoległych .",100.0,"['zna zapis symboliczny prostych prostopadłych i prostych równoległych (P)', 'zna poj ęcie prostych prostopadłych (K) i prostych równoległych (K)']",['umie rozwiązywać zadania tekstowe związane z prostopadłością i równoległością prostych (W)'],"[(7, 2), (7, 3)]"
Z kalendarzem za pan brat,Z kalendarzem za pan brat,"XII. Obliczenia praktyczne. Uczeń: 4) wykonuje proste obliczenia kalendarzowe na dniach, tygodniach, miesiącach, latach .",100.0,"['zna podział roku na kwartały, miesiące i dni (K - P)', 'zna liczby dni w miesiącach (P)', 'zna pojęcie wieku (P)', 'zna pojęcie roku zwykłego i roku przestępnego oraz różnice między nimi (P)', 'zna nazwy dni tygodnia (K)', 'zna różne sposoby zapisywania dat (P)', 'umie zapisywać daty (K)', 'umie stosować liczby rzymskie do 30 do zapisywania dat (K –P)', 'umie obliczać upływu czasu związany z kalendarzem (P)', 'umie zapisywać daty po upływie określonego czasu (P)']","['umie obliczać upływu czasu związany z kalendarzem w trudniejszych sytuacjach (R)', 'umie zapisywać daty po upływie określonego czasu w trudniejszych sytuacjach (R)', 'umie wykorzystywa ć obliczenia upływu czasu w praktycznych sytuacjach np.: wyznaczanie dnia tygodnia po upływie określonego czasu (R –W)']","[(12, 4)]"
"Zadania tekstowe, cz. 1","Zadania tekstowe, cz. 1","XIV. Zadania tekstowe. Uczeń: 1) czyta ze zrozumieniem tekst zawierający informacje liczbowe; 2) wykonuje wstępne czynności ułatwiające rozwiązanie zadania, w tym rysunek pomocniczy lub wygodne dla niego zapisanie informacji i danych z treści zadania; 3) dostrzega zależności mię dzy podanymi informacjami; 6) weryfikuje wynik zadania, oceniając sensowność rozwiązania np. poprzez szacowanie, sprawdzanie wszystkich warunków zadania, ocenianie rzędu wielkości otrzymanego wyniku .",100.0,['umie rozwiązywać jednodziałaniowe zadania tekstowe (P)'],['umie rozwiązywać trudniejsze zadania tekstowe (R–W )'],"[(14, 1), (14, 2), (14, 3), (14, 6)]"
"Zadania tekstowe, cz. 2","Zadania tekstowe, cz. 2","II. Działania na liczbach naturalnych . Uczeń: 4) stosuje wygodne dla niego sposoby ułatwiające obliczenia , w tym przemienność i łączność dodawania i mnożenia oraz rozdzielność mnożenia względem dodawania; 9) stosuje reguły dotyczące kolejności wykonywania działań. XIV. Zadania tekstowe. Uczeń: 1) czyta ze zrozumieniem tekst zawierający informacje liczbowe; 2) wykonuje wstępne czynności ułatwiające rozwiązanie zadania, w tym rysunek pomocniczy lu b wygodne dla niego zapisanie informacji i danych z treści zadania; 3) dostrzega zależności między podanymi informacjami;",100.0,"['umie porządkować podane w zadaniu informacje (P)', 'umie zapisać rozwiązanie zadania tekstowego (P)', 'rozumie potrzebę porządkowania podanych informacji (P)']","['umie rozwiązywać wielodziałaniowe zadania tekstowe (R)', 'umie rozwiązywać nietypowe zadania tekstowe (D –W)']","[(2, 4), (2, 9), (14, 1), (14, 2), (14, 3)]"
Zależności między jednostkami pola,Zależność między jednostkami pola*,"XI. Obliczenia w geometrii. Uczeń : 4) stosuje jednostki pola: mm 2, cm2, dm 2, m2, km2, ar, hektar ( bez zamiany jednostek w trakcie obliczeń); XII. Obliczenia praktyczne. Uczeń : 6) zamienia i prawidłowo stosuje jednostki długości: milim etr, centymetr, decymetr, metr, kilometr .",95.52238805970148,"['zna jednostki pola (K)', 'zna zależności pomiędzy jednostkami pola (P)', 'zna pojęcie ara i hektara (P)']","['umie zamieniać jednostki pola (R–D),', 'umie porównywać pola figur wyrażone w różnych jednostkach (R–D)']","[(11, 4), (12, 6)]"
"Zapisywanie wyrażeń dwumianowanych, cz. 2","Zapisywanie wyrażeń dwumianowanych, cz. 1","XII. Obliczenia praktyczne. Uczeń: 6) zamienia i prawidłowo stosuje jednostki długości: milim etr, centymetr, decymetr, metr, kilometr .",97.5,"['zna zależności pomiędzy jednostkami masy (P)', 'zna możliwość przedstawiania masy w różny sposób (P)', 'umie zastosować ułamki dziesiętne do wyrażania masy w różnych jednostkach (P)']",['umie zastosować ułamki dziesiętne do wyrażania masy w różnych jednostkach (W)'],"[(12, 6)]"
"Zapisywanie wyrażeń dwumianowanych, cz. 2","Zapisywanie wyrażeń dwumianowanych, cz. 2","XII. Obliczenia praktyczne. Uczeń: 7) zamienia i prawidłowo stosuje jednostki masy: gram, dekagram, kilogram, tona .",100.0,"['zna zależności pomiędzy jednostkami masy (P)', 'zna możliwość przedstawiania masy w różny sposób (P)', 'umie zastosować ułamki dziesiętne do wyrażania masy w różnych jednostkach (P)']",['umie zastosować ułamki dziesiętne do wyrażania masy w różnych jednostkach (W)'],"[(12, 7)]"
"Zapisywanie wyrażeń dwumianowanych, cz.1",,,,"['zna pojęcie wyrażenia jednomianowanego i dwumianowanego (P)', 'zna zależności pomiędzy jednostkami długości (P)', 'zna możliwość przedstawiania długości w różny sposób (P)', 'umie zastosować ułamki dziesiętne do wyrażania długości w różnych jednostkach (P)']",['umie ustalać zależności pomiędzy nietypowymi jednostkami długości (W)'],[]
,,"13) odpowiada na pytania dotyczące liczebn ości zbiorów r óżnych rodzajów liczb z pewnego niewielkiego zakresu (np. od 1 do 200 czy od 100 do 1000) o ile l iczba w odpowiedzi jest na tyle mała, że wszystkie rozważane liczby uczeń może wypisać; 15) wyznacza wynik dzielenia z resztą liczby a przez liczbę b i zapisuje liczbę a w postaci a = b ∙ q + r, gdzie 0 ≤ r < b .",,,,[]
,,"4) dzieli rozwiązanie zadania na etapy, stosując własne, popraw ne, wygodne dla niego strategie rozwiązania; 5) do rozwiązywania zadań osadzonych w kontekście prakt ycznym stosuje poznaną wiedzę z zakresu arytmetyki i geometrii oraz nabyte umiejętności rach unkowe, a także własne poprawne metody; 6) weryfikuje wynik zadania tekstowego, oceniając sen sowność rozwiązania np. poprzez szacowanie, sprawdzanie wszystkich warunków zadania, ocenianie rzędu wielkości otrzymanego wyniku .",,,,[]
