Temat,topic,skill,match_score,Cele podstawowe,Cele ponadpodstawowe,chapter_requirements
Działania pisemne – mnożenie,Działania pisemne – dzielenie,"II. Działania na liczbach naturalnych. Uczeń: 3) mno ży i dzieli liczbę naturalną przez liczbę naturalną jednocyfrową, dwucyfrową lub trzycyfrową sposobem pisemnym, w pamięci (w najprostszych przykładach) i za pomocą kalkulatora (w trudniejszych przykładach) .",84.21052631578947,"['zna algorytmy dzielenia pisemnego (K)', 'umie dzielić pisemnie liczby wielocyfrowe przez jednocyfro we (K)', 'umie dzielić pisemnie liczby wielocyfrowe przez dwucyfrowe (P)', 'umie dzielić liczby zakończone zerami (P)']","['umie pomniejszać liczby n razy (K – R)', 'umie obliczać dzielną (dzielnik), gdy dane są iloraz i dzielnik (dzielna) (R)', 'umie rozwiązywać zadania tekstowe z zastosowaniem dzielenia pisemnego (P – R)', 'umie odtwarzać brakujące cyfry w dzieleniu pisemnym (D – W)', 'umie rozwiązywać zadania tekstowe z zastosowaniem działań pisemnych (D)']","[(2, 3)]"
Dzielenie ułamków,Dzielenie ułamków,"V. Działania na ułamkach zwykłych i dziesiętnych. Uczeń: 1) dodaje, odejmuje, mnoży i dzieli ułamki zwykłe o mianownikach jedno - lub dwucyfrowych, a także liczby mieszane; 7) oblicza wartości wyrażeń arytmetycznych, wymagających stosowania działań arytmetycznych (…) na liczbach zapisanych za pomo cą ułamków zwykłych, liczb mieszanych (…), z uwzględnieniem reguł dotyczących kolejności wykonywania działań, (…) .",100.0,"['zna algorytm dzielenia ułamków zwykłych (K)', 'zna algorytm dzielenia liczb mieszanych (P)', 'umie dzielić ułamki zwykłe przez ułamki zwykłe (K)', 'umie dzielić ułamki zwykłe przez liczby mieszane i odwrotnie l ub liczby mieszane przez liczby mieszane (P)']","['umie wykonywać cztery działania na ułamkach zwykłych i liczbach mieszanych (P – R)', 'umie rozwiązywać zadania tekstowe z zastosowaniem dzielenia ułamków zwykłych i liczb mieszanych (P – R)', 'umie wykonywać działania łączne na ułamkach zwykłych (P – D)', 'umie uzupełniać brakujące liczby w dzieleniu i mnożeniu ułamków lub liczb mieszanych tak, aby otrzymać ustalony wynik (R – W)', 'umie rozwiązywać zadania tekstowe z zastosowaniem dzielenia ułamków zwykłych i liczb mieszanych (D – W)']","[(5, 1), (5, 7)]"
Dzielenie ułamków dziesiętnych,Dzielenie ułamków dziesiętnych,"V. Działania na ułamkach zwykłych i dziesiętnych. Uczeń: 2) dodaje, odejmuje mnoży i dzieli ułamki dziesiętne w pamięci (w przykładach najprostszych), pisemnie (w przypadku gdy ułamki mają razem co najwyżej 6 cyfr różnych od zera) i za pomocą kalkulator a (w przykładach trudniejszych). XIV. Zadania tekstowe. Uczeń: 1) czyt a ze zrozumieniem tekst zawierający informacje liczbowe; 5) do rozwiązywania zadań osadzonych w kontekście praktycznym stosuje poznaną wiedzę z zakresu arytmetyki (…) oraz nabyte umiejętności rachunkowe, a także własne poprawne metody .",100.0,['zna algorytm dzielenia ułamków dziesiętnych (P)'],"['umie dzielić ułamki dziesiętne przez ułamki dziesiętne (P – R)', 'umie rozwiązywać zadania tekstowe z zastosowaniem dzielenia ułamków dziesiętnych (R)', 'umie rozwiązywać zadania tekstowe z zastosowaniem dzielenia ułamków dziesiętnych (D – W)']","[(5, 2), (14, 1), (14, 5)]"
"Dzielenie ułamków dziesiętnych przez 10, 100, 1000...","Dzielenie ułamków dziesiętnych przez 10, 100, 1000 …","V. Działania na ułamkach zwykłych i dziesiętnych. Uczeń: 2) (…) dzieli ułamki dziesiętne w pamięci ( w przykładach najprostszych), (…). XIV. Zadania tekstowe. Uczeń: 1) czyta ze zrozumieniem tekst zawierający informacje liczbowe; 5) do rozwiązywania zadań osadzonych w kontekście praktycznym stosuje poznaną wiedzę z zakresu arytmetyki (…) oraz nabyte umiejętności rachunkowe, a także własne poprawne metody .",98.0392156862745,"['zna algorytm dzielenia ułamków dziesiętnych przez 10, 100, 1000... (K)', 'rozumie dzielenie jako działanie odwrotne do mnożenia (K)', 'umie mnożyć i dzielić ułamki dziesięt ne przez 10, 100, 1000… (K – P)']","['umie rozwiązywać zadania tekstowe z zastosowaniem mnożenia i dzielenia ułamków dziesiętnych przez 10, 100, 1000... (R)', 'umie stosować przy zamianie jednostek mnożenie i dzielenie ułamków dziesiętnych przez 10, 100, 1000. .. (R – D)', 'umie rozwiązywać zadania tekstowe z zastosowaniem mnożenia i dzielenia ułamków dziesiętnych przez 10, 100, 1000... (D – W)']","[(5, 2), (14, 1), (14, 5)]"
Dzielenie ułamków dziesiętnych przez liczby naturalne,Dzielenie ułamków dziesiętnych przez liczby naturalne,"V. Działania na ułamkach zwykłych i dziesiętnych. Uczeń: 2) (…) dzieli ułamki dziesiętne w pamięci (w przykładach najprostszych), pisemnie (w przypadku gdy ułamki mają razem co najwyżej 6 cyfr różnych od zera) i za pomocą kalkulatora (w przykładach trudnych) . XIV. Zadania tekstowe. Uczeń: 1) czyta ze zrozumieniem tekst zawierający informacje liczbowe;",100.0,"['zna algorytm dzielenia ułamków dziesiętnych przez liczby naturalne (K)', 'rozumie porównywanie ilorazowe (P)', 'umie pamięciowo i pisemnie dzielić ułamki dziesiętne przez liczby naturalne: - jednocyfrowe (K)']","['zna pojęcie średniej arytmetycznej kilku liczb (R – D)', 'umie pamięciowo i pisemnie dzielić ułamki dziesiętne przez liczby naturalne: - wielocyfrowe (P – R)', 'umie pomniejszać ułamki dziesiętne n razy (P – R)', 'umie rozwiązywać zadania tekstowe z zastosowaniem dzielenia ułamków dziesiętnych przez liczby naturalne (R)']","[(5, 2), (14, 1)]"
Dzielenie ułamków przez liczby naturalne,Dzielenie ułamków prze liczby naturalne,"V. Działania na ułamkach zwykłych i dziesiętnych. Uczeń: 1) dodaje, odejmuje, mnoży i dzieli ułamki zwykłe o mianownikach jedno - lub dwucyfrowych, a także liczby mieszane .",98.73417721518987,"['zna algorytm dzielenia ułamków zwykłych przez liczby naturalne (K)', 'zna algorytm dzielenia liczb mieszanych przez liczby naturalne (P)', 'rozumie porównywanie ilorazowe (P)', 'umie dzielić ułamki przez liczby naturalne (K)', 'umie dzielić liczby mieszane przez liczby naturalne (P)', 'umie pomniejszać ułamki zwykłe i liczby mieszane n razy (P)']","['umie rozwiązywać zadania tekstowe z zastosowaniem dzielenia ułamków i liczb mieszanych przez liczby naturalne (P – R)', 'umie wykonywać działania łączne na ułamkach zwykły ch (P – D)', 'umie rozwiązywać zadania tekstowe z zastosowaniem dzielenia ułamków zwykłych i liczb mieszanych przez liczby naturalne (D – W)', 'umie uzupełniać brakujące liczby w dzieleniu ułamków (liczb mieszanych) przez liczby naturalne tak, aby otrzymać u stalony wynik (R – W)']","[(5, 1)]"
Dzielniki,Dzielniki,"II. Działania na liczbach naturalnych. Uczeń: 3) mnoży i dzieli liczbę naturalną przez liczbę naturalną jednocyfrową, dwucyfrową lub trzycyfrową w pamięci (w najprostszych przykładach) i za pomocą kalkulatora (w trudniejszych przykładach); 11) znajduje największy wspólny dzielnik (NWD) (…) dwóch licz b naturalnych co najwyżej trzycyfrowych; 13) odpowiada na pytania dotyczące liczebności zbiorów różnych rodzajów liczb z pewnego niewielkiego zakresu (np. od 1 do 200 czy od 100 do 1000), o ile liczba w odpowiedzi jest na tyle mała, że wszystkie rozważane liczby uczeń może wypisać .",100.0,"['zna pojęcie dzielnika liczby naturalnej (K)', 'rozumie pojęcie NW D liczb naturalnych (P)', 'umie podawać dzielniki liczb naturalnych (K – P)', 'umie wskazywać wspólne dzielniki danych liczb naturalnych (K – P)']","['umie znajdować NWD dwóch liczb naturalnych (P – R)', 'umie znajdować liczbę, gdy dana jest suma jej dzielników o raz jeden z nich (W)', 'umie rozwiązywać zadania tekstowe związane z dzielnikami liczb naturalnych (W)']","[(2, 3), (2, 11), (2, 13), (2, 1000)]"
Jednostki objętości,Jednostki objętości,"XI. Obliczenia w geometrii. Uczeń: 7) stosuje jednostki objętości i pojemności: cm 3, dm3, m 3, (…).",100.0,"['zna pojęcie objętości figury (K)', 'zna jednost ki objętości (K)', 'rozumie różnicę między polem powierzchni a objętością (P)', 'umie obliczać objętości brył, znając liczbę mieszczących się w nich sześcianów jednostkowych (K – P)', 'umie przyporządkować zadane objętości do obiektów z natury (P)']","['umie obliczać objętość prostopadłościanu zbudowanego z określonej liczby sześcianów (R)', 'umie podawać liczbę sześcianów jednostkowych, z których składa się bryła na podstawie jej widoków z różnych stron (D – W)']","[(11, 7)]"
Kolejność działań,Kolejność działań,"II. Działania na liczbach naturalnych. Uczeń: 4) stosuje wygodne dla siebie sposoby ułatwiające obliczenia, w tym przemienność i łączność dodawania i mnożenia oraz rozdzie lność mnożenia względem dodawania; 9) stosuje reguły dotyczące kolejności wykonywania działań .",100.0,"['zna kolejność wykonywania działań, gdy nie występują i gdy występują nawiasy (K)', 'umie wskazać działanie, które należy wykonać jako pierwsze (K)', 'umie obliczać wartości wyrażeń arytmetycznych dwudziałaniowych z uwzględnieniem kolejności działań i nawiasów (K)']","['zna kolejność wykonywania działań, gdy występują nawiasy i potęgi (R)', 'zna kolejność wykonywania działań, gdy nie występują nawiasy,a są potęgi (R)', 'um ie obliczać wartości wyrażeń arytmetycznych wielodziałaniowych z uwzględnieniem kolejności działań, nawiasów i zawierające potęgi (R – D)', 'umie wstawiać nawiasy tak, by otrzymywać różne wyniki (P – R)', 'umie zapisywać podane słownie wyrażenia arytmetyczne i obliczać ich wartości (R – D)', 'umie uzupełniać brakujące liczby w wyrażeniach arytmetycznych tak, by otrzymywać ustalone wyniki (R – D)', 'umie uzupełniać brakujące znaki działań w wyrażeniach arytmetycznych tak, by otrzymywać ustalone wyniki (R – D)']","[(2, 4), (2, 9)]"
Konstruowanie trójkąta o danych bokach,Konstruowanie trójkąta o danych bokach,"IX. Wielokąty, koła i okręgi. Uczeń: 2) konstruuje trójkąt o danych trzech bokach i ustala możliwość zbudowania trójkąta o z adanych bokach .",100.0,"['zna zasady konstrukcji trójkąta przy pomocy cyrkla i linijki (P)', 'zna warunki zbudowania trójkąta (P)', 'umie konstruować trójkąty o trzech danych bokach (P)']","['umie konstruować trójkąt równoramienny o da nych długościach podstawy i ramienia (R)', 'umie konstruować trójkąt przystający do danego (R – D)', 'umie konstruować wielokąty przystające do danych (W)', 'umie stwierdzać możliwość zbudowania trójkąta o danych długościach boków (W)']","[(9, 2)]"
Kąty,Kąty,"VIII. Kąty. Uczeń: 1) wskazuje w dowolnym kącie ramiona i wierzchołek; 4) rozpoznaje kąt prosty, ostry i rozwarty .",100.0,"['zna pojęcie kąta (K)', 'zna elementy budowy kąta (P)', 'zna rodzaje kątów: – prosty, ostry, rozwarty, pełny, półpełny (K)', 'zna zapis symboliczny kąta (P)', 'umie rysować poszczególne rodzaje kątów (K – P)']","['zna rodzaje katów: – wypukły, wklęsły (R)', 'umie rozróżniać pos zczególne rodzaje kątów (K – R)', 'umie rysować czworokąty o danych kątach (R – W)', 'umie rozwiązywać zadania tekstowe związane z zegarem (D – W)']","[(8, 1), (8, 4)]"
"Kąty przyległe, wierzchołkowe. Kąty utworzone przez trzy proste","Kąty przyległe, kąty wierzchołkowe. Katy utworzone przez trzy proste",VIII. Kąty. Uczeń: 6) rozpoznaje kąty wierzchołkowe i przyległe oraz korzysta z ich własności.,94.57364341085271,"['zna pojęcia kątów: – przyległych (K) – wierzchołkowych (K)', 'zna związki m iarowe pomiędzy poszczególnymi rodzajami kątów (K – P)', 'umie wskazywać poszczególne rodzaje kątów (K – P)', 'umie rysować poszczególne rodzaje kątów (K – P)']","['zna pojęcia kątów: – naprzemianległych (R) – odpowiadających (R)', 'umie określać miary kątów przyległych, wierzchołkowych na podstawie rysunku lub treści zadania (K – R)', 'umie określać miary kątów przyległych, wierzchołkowych, odpowiadających i naprzemianległych na podstawie rysunku lub treści zadania (D – W)', 'umie rozwiązywać zadania tekstowe zwią zane z kątami (D – W)']","[(8, 6)]"
Liczby pierwsze i liczby złożone,Liczby pierwsze i liczby złożone,"II. Działania na liczbach naturalnych. Uczeń: 6) rozpoznaje liczby podzielne przez 2, 3, 4, 5, 9, 10, 100; 7) rozpo z naje liczbę złożoną, gdy jest ona jednocyfrowa lub dwucyfrowa, a także gdy na istnienie dzielnika właściwego wskazuje cecha podzielności; 12) rozpoznaje wielokrotności danej liczby, kwadraty, sześcian y, liczby pierwsze, liczby złożone .",100.0,"['zna pojęcia: liczby pierwszej i liczby złożonej (K)', 'rozumie, że liczby 0 i 1 nie zaliczają się ani do liczb pierwszych, ani do złożonych (P)', 'umie określać, czy dane liczby są pierwsze, czy złożone (P)', 'umie wskazywać liczby pierwsze i liczby złożone (P)']","['umie podawać NWD liczby pierwszej i liczby złożonej (P – D)', 'umie rozwiązywać zadania tekstowe związane z liczbami pierwszymi złożonymi (P – R)', 'umie obliczać liczbę dzielników potęgi liczby pierwszej (R - W)']","[(2, 6), (2, 7), (2, 12)]"
Liczby ujemne,Liczby ujemne,III. Liczby całkowite. Uczeń: 1) podaje praktyczne przykłady stosowania liczb ujemnych;,100.0,"['zna pojęcia: liczby ujemnej i liczby dodatniej (K)', 'zna pojęcie liczb przeciwnych (K)', 'zna pojęcie liczby całkowitej (P)', 'rozumie rozszerzenie osi liczbowej na liczby ujemne (K)', 'rozumie rozszerzenie zbioru liczb o zbiór liczb całkowitych (P)', 'umie podawać liczby całkowite większe lub mniejsze od danej (P)', 'umie porównywać liczby całkowite: – dodatnie (K) – dodatnie z ujemnymi (K) – ujemne (P) – ujemne z zerem (P)', 'umie porządkować liczby całkowite (P)', 'umie podawać liczby przeciwne do danych (K)']","['umie zaznaczać liczby całkowite na osi liczbowej (K – R)', 'umie odczytywać współrzędne liczb ujemnych (P – D)', 'umie rozwiązywać zadania związane z porównywaniem liczb całkowitych (P – D)', 'umie rozwiązywać zadania związane z liczbami całkowitymi (P – D)', 'umie rozwiązywać zadania związane z obliczaniem czasu lokalnego (W)']","[(3, 1)]"
Litry i mililitry,Litry i mililitry,"XI. Obliczenia w geometrii. Uczeń: 7) stosuje jednostki objętości i pojemności: cm 3, dm3, m 3, mililitr, litr . XIV. Zadania tekstowe. Uczeń: 2) wykonuje wstępne czynności ułatwiające rozwiązanie zadania, w tym rysunek pomocniczy lub wygodne dla niego zapisanie info rmacji i danych z treści zadania; 5) do rozwiązywania zadań osadzonych w kontekście praktycznym stosuje poznaną wiedzę z zakresu arytmetyki i geometrii oraz nabyte umiejętności rachunkowe, a także własne poprawne metody .",100.0,['zna definicje litra i mililitra oraz zależności pomiędzy nimi (P)'],"['zna zależności pomiędzy jednostkami objętości (R – D)', 'rozumie związek pomiędzy jednostkami długości a jednostkami objętości (R)', 'umie wyrażać w litrach i mililitrach podane objętości (P – R)', 'umie wyrażać w litrach i mililitrach objętość prostopadłościanu o danych wymiarach (P – R)', 'umie rozwiązywać zadania tekstowe związane z objętościami brył wyrażonymi w litrach lub mililitrach (R – D)', 'umie zamieniać jednostki objętości (R – D)', 'umie stosować zamianę jednostek objętości w zadaniach tekstowych (D – W)']","[(11, 7), (14, 2), (14, 5)]"
Miary kątów w trójkątach,Miary kątów w trójkątach,"VIII. Kąty. Uczeń: 6) rozpoznaje kąty wierzchołkowe i kąty przyległe oraz korzysta z ich własności. IX. Wielokąty, koła i okręgi. Uczeń: 3) stosuje twierdzenie o sumie kątów wewnętrznych trójkąta; 8) w trójkącie równoramiennym wyznacza przy danym jednym kącie: miary pozost ałych kątów; (…). XI. Obliczenia w geometrii. Uczeń: 1) oblicza miary kątów, stosując przy tym poznane własności kątów i wielokątów .",100.0,"['zna sumę miar kątów wewnętrznych trójkąta (K)', 'zna miary kątów w trójkącie równobocznym (P)', 'zna zależność między kątami w trójkącie równoramiennym (P)']","['umie obliczać brakujące miary kątów trójkąta (P – R)', 'umie obliczyć brakujące miary kątów w trójkątach z wykorzystaniem miar kątów przyległych (R – D)', 'umie klasyfikować trójkąty, znając miary ich kątów oraz podawać miary kątów, znając nazwy trójkątów (R – D)', 'umie rozwiązywać zadania tekstowe związane z miarami kątów w trójkątach (D – W)', 'umie obliczać sumy miar kątów wielokątów (D)']","[(8, 6), (9, 3), (9, 8), (11, 1)]"
