Temat,topic,skill,match_score,Cele podstawowe,Cele ponadpodstawowe,chapter_requirements
Symetria względem prostej,Symetria względem prostej,XV. Symetrie. Uczeń: 3) rozpoznaje figury osiowosymetryczne i wskazuje ich osie symetrii oraz uzupełnia figurę do figury osiowosymetrycznej przy d anych: osi symetrii figury i części figury.,100.0,"['zna pojęcie punktów syme trycznych względem prostej (K)', 'umie rozpoznawać figury symetryczne względem prostej (K)', 'umie określić własności punktów symetrycznych (P)', 'umie wykreślić punkt symetryczny do danego (K)', 'umie rysować figury w symetrii osiowej, gdy figura i oś: - nie mają punktów wspólnych (K) - mają punkty wspólne (P)']","['umie wykreślić oś symetrii, względem której figury są symetryczne (R)', 'stosuje własności punktów symetrycznych w zadaniach (R - W)', 'umie rozwiązywać zadania tekstowe związane z symetrią względem prostej (R - W)']","[(15, 3)]"
Symetria względem punktu,Symetria względem punktu,XV. Symetrie. Uczeń: 4) rozpoznaje figury środkowosymetryczne i wskazuje ich środki symetrii.,100.0,"['zna pojęcie punktów symetrycznych względem punktu (K)', 'umie rozpoznawać figury symetryczne względem punktu (K)', 'umie wykreślić punkt symetryczny do danego (K)', 'umie rysować figury w symetrii środkowej, gdy środek symetrii: - nie należy do figury (K) - należy do figury (P)', 'umie wykreślić środek symetrii, względem którego punkty są symetryczne (P)', 'umie podać własności punktów symetrycznych (P)']","['umie wykreślić środek symetrii, względem którego figury są symetryczne (R)', 'stosuje własności punktów symetrycznych w zadaniach (R - W)', 'umie rozwiązywać zadania tekstowe związane z symetrią względem punktu (R - W)']","[(15, 4)]"
System rzymski.,System rzymski,Powtórzenie i utrwalenie umiejętności z zakresu podstawy programowej dla klas IV -VI.,100.0,"['zna znaki używane do zapisu liczb w systemie rzymskim (K)', 'zna zasady zapisu liczb w systemie rzymskim (P)', 'umie zapisać i odczytać liczby naturalne dodatnie w systemie rzymskim (w zakresie do 3000) (K - P)']",['umie zapisać i odczytać w systemie rzymskim liczby większe od 4000 (R- D)'],[]
Trójkąty i czworokąty,Trójkąty i czworokąty,"Powtórzenie i utrwalenie umiejętności z zakresu podstawy programowej dla klas IV -VI oraz VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 1) zna i stosuje twierdzenie o równości kątów wierzchołkowych (z wykorzystaniem zależności między kątami przyległymi); 3) korzysta z własności prostych równoległych, w szczególności stosuje równość kątów odpowiadających i naprzemianległych; 4) zna i stosuje cechy p rzystawania trójkątów; 5) zna nierówność trójkąta+≥i wie, kiedy zachodzi równość; 6) wykonuje proste obliczenia geometryczne wykorzystując sumę kątów wewnętrznych trójkąta i własności trójkątów równoramienny ch. IX. Wielokąty. Uczeń: 2) stosuj e wzory na pole trójkąta, prostokąta, kwadratu, równoległoboku, rombu, trapezu, a także do wyznaczania długości odcinków.",100.0,"['zna pojęcie trójkąta (K)', 'zna warunek istnienia trójkąta (P)', 'wie, ile wynosi suma miar kątów wewnętrznych trójkąta i czworokąta (K)']","['umie wyznaczyć kąty trójkąta na podstawie danych z rysunku (R - D)', 'umie obliczyć długość odcinka w ukł adzie współrzędnych (R)', 'umie uzasadnić przystawanie trójkątów (R - D)']","[(8, 1), (8, 3), (8, 4), (8, 5), (8, 6), (9, 2)]"
"Trójkąty o kątach 90 0, 450, 450 oraz 900, 300, 600","Trójkąty o kątach 90 °, 45 °, 45 ° oraz 90 °, 30 °, 60 °",VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 7) zna i stosuje w sytuacjach praktycznych twierdzenie Pitagorasa (bez twierdzenia odwrotnego).,74.76635514018693,"['zna zależności między bokami i kątami trójkąta o kątach 90 0, 450, 45 0 oraz 900, 300, 600 (P)', 'umie wskazać trójkąt prostokątny o kątach 90 0, 450, 450 oraz 900, 30 0, 60 0 (K -P)', 'umie rozwiązać trójkąt prostokątny o kątach 90 0, 450, 450 oraz 90 0, 300, 600 (P)']","['umie rozwiązać trójkąt prostokątny o kątach 90 0, 450, 450 oraz 900, 30 0, 600 (R- D)', 'umie rozwiązać zadania tekstowe wykorzystujące zależności między bokami i kątami trójkąta o kątach 90 0, 450, 450 oraz 900, 300, 600 (R-W)']","[(8, 7)]"
Twierdzenie Pitagorasa,Twierdzenie Pitagorasa,VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 7) zna i stosuje w sytuacjach praktycznych twierdzenie Pitagorasa (bez twierdzenia odwrotnego).,100.0,"['zna twierdzenie Pitagorasa (K)', 'rozumie potrzebę stosowania twierdzenia Pitagorasa (K)', 'umie obliczyć długość przeciwprostokątnej na podstawie twierdzenia Pitagorasa (K)', 'um ie obliczyć długości przyprostokątnych na podstawie twierdzenia Pitagorasa (P)', 'umie rozwiązać zadania tekstowe, w którym stosuje twierdzenie Pitagorasa (R)']","['rozumie konstrukcję odcinka o długości wyrażonej liczbą niewymierną (R)', 'umie konstruować odcinek o d ługości wyrażonej liczbą niewymierną (R - D)', 'umie konstruować kwadraty o polu równym sumie lub różnicy pól danych kwadratów (R- D)', 'umie uzasadnić twierdzenie Pitagorasa (W)']","[(8, 7)]"
VAT i inne podatki,VAT i inne podatki,"V. Obliczenia procentowe. Uczeń: 2) oblicza liczbę a równą p procent danej liczby b ; 4) oblicza liczbę b , której p procent jest równe a ; 5) stosuje obliczenia procentowe do rozwiązywania problemów w kontekście praktycznym, również w przypadkach dwukrotnych podwy żek lub obniżek danej wielkości.",100.0,"['zna i rozumie pojęcie podatku (K)', 'zna pojęcia: cena netto , cena brutto (K)', 'rozumie pojęcie podatku VAT (K -P)', 'umie obliczyć wartość podatku VAT oraz cenę brutto dla danej stawki VAT (K - P)', 'umie obliczyć podatek od wynagrodzenia (K - P)', 'umie obliczyć cenę netto, znając cenę brutto oraz VAT (P)']","['umie wykonać obliczenia w różnych sytuacjach praktycznych, operuje procentami (R - D)', 'umie rozwiązać zadania tekstowe związane z obliczaniem różnych podatków (R - W)']","[(5, 2), (5, 4), (5, 5)]"
Wielkości wprost proporcjonalne,Wielkości wprost proporcjonalne,VII. Proporcjonalność prosta. Uczeń: 1) podaje przykłady wielkości wprost proporcjonalnych; 2) wyznacza wartość przyjmowaną przez wielkość wprost proporcjonalną w przypadku konkretnej zależności proporcjonalnej.,100.0,"['rozumie pojęcie proporcjonalności prostej (P)', 'umie rozpoznawać wielkości wprost proporcjonalne (P)', 'umie ułożyć odpowiednią proporcję (P - R)', 'umie rozwiązywać zadania tekstowe związane z wielkościami wp rost proporcjonalnymi (P - R)']",['umie rozwiązywać zadania tekstowe związane z wielkościami wprost proporcjonalnymi (D - W)'],"[(7, 1), (7, 2)]"
Wzajemne położenie dwóch okręgów,Wzajemne położenie dwóch okręgów,Umiejętności nieujęte w podstawie programowej.,100.0,"['zna pojęcie okręgów rozłącznych, przecinających się i stycznych (K)', 'umie określić wzajemne położenie dwóch okręgów, znając ich promienie i odległość między ich środkami (P)', 'umie obliczyć odległość między środkami okręgów, znając ich promienie i poł ożenie (P)', 'umie rozwiązać zadania związane z okręgami w układzie współrzędnych (P)']","['umie określić wzajemne położenie dwóch okręgów, znając ich promienie i odległość między ich środkami (R)', 'umie obliczyć odległość między środkami okręgów, znając ich promieni e i położenie (R- D)', 'umie rozwiązać zadania związane z okręgami w układzie współrzędnych (R - D)', 'umie rozwiązać zadania tekstowe związane ze wzajemnym położeniem dwóch okręgów (R- W)']",[]
Własności liczb naturalnych,Własności liczb naturalnych,Powtórzenie i utrwalenie umiejętności z zakresu podstawy programowej dla klas IV -VI.,100.0,"['zna cechy podzielności przez 2, 3, 4, 5, 9, 10, 100 (K)', 'zna pojęcia liczby pierwszej i liczby złożonej (K)', 'zna pojęcie dzielnika liczby naturalnej (K)', 'zna pojęcie wielokrotności liczby naturalnej (K)', 'rozpoznaje liczby podzielne przez 2, 3, 4, 5, 9, 10, 100 (K)', 'rozpoznaje liczby pierwsze i liczby złożone (K)', 'rozkłada liczby na czynniki pierwsze (K, P)', 'znajduje NWD i NWW dwóch liczb naturalnych (K, P)', 'oblicza dzielną (lub dzielnik), mając dane iloraz, dzielnik (lub dzielną) oraz resztę z dzielenia (P)']","['znajduje resztę z dzielenia sumy, różnicy, iloczynu liczb (R - D)', 'znajduje NWD i NWW liczb naturalnych przedstawionych w postaci iloczynu potęg liczb pierwszych (R - D)', 'umie rozwiązać nietypowe zadania tekstowe związane z dzieleniem z resztą (R - W)']",[]
Zastosowania twierdzenia Pitagorasa,Zastosowania twierdzenia Pitagorasa,VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 7) zna i stosuje w sytuacjach praktycznych twierdzenie Pitagorasa (bez twierdzenia odwrotnego).,100.0,"['umie wskazać trójkąt prostokątny w innej fi gurze (K)', 'umie stosować twierdzenie Pitagorasa w prostych zadaniach o trójkątach, prostokątach, trapezach, rombach (K - P)']","['umie stosować twierdzenie Pitagorasa w zadaniach o trójkątach, prostokątach, trapezach, rombach (R- D)', 'umie stosować twierdzenie Pitagor asa w zadaniach tekstowych (R- D)']","[(8, 7)]"
Zmiana o dany procent. Lokaty bankowe,Zmiana o dany procent. Lokaty bankowe,"V. Obliczenia procentowe. Uczeń: 5) stosuje obliczenia procentowe do rozwiązywania problemów w kontekście praktycznym, również w przypadkach dwukrotnych podwyżek lub obniżek danej wielkości.",100.0,"['zna pojęcie punktu procentowego (P)', 'zna pojęcia oprocentowania i odsetek (K)', 'zna pojęcie inflacji (P)', 'umie obliczyć liczbę większą lub mniejszą o dany procent (P)', 'umie obliczyć, o ile procent wzrosła lub zmniejszyła się liczba (P - R)', 'umie obliczyć liczbę na podstawie jej procentowego wzrostu (obniżki) (P - R)', 'rozumie pojęcie oprocentowania (K)', 'umie obliczyć stan konta po roku czasu, znając oprocentowanie (K)', 'umie obliczyć stan konta po dwóch latach (P)', 'umie obliczyć oprocentowanie, znając otrzymaną po roku kwotę i odsetki (P)', 'umie porównać lokaty bankowe (P)', 'umie rozwiązać zadania związane z pro centami w kontekście praktycznym (P - R)', 'umie wykonać obliczenia w różnych sytuacjach praktycznych, operuje procentami (P - R)']","['umie obliczyć liczbę na podstawie jej procentowego wzrostu (obniżki) (R - D)', 'umie obliczyć stan konta po kilku latach (R - D)', 'umie porówn ać lokaty bankowe (R- D)', 'umie wykonać obliczenia w różnych sytuacjach praktycznych, operuje procentami (R - D)', 'umie rozwiązać zadania tekstowe związane z oprocentowaniem (R - W)']","[(5, 5)]"
i pierwiastkach,,,,"['umie zapisać w postaci jednej potęgi iloczyny i ilorazy potęg o takich samych podstawach (K - P)', 'umie zapisać w postaci jednej potęgi iloczyny i ilorazy potęg o takich samych wykładnikach (K - P)', 'umie zapisać w postaci jednej potęgi potęgę potęgi o wykładniku naturalnym (K -P)', 'stosuje w obliczeniach notację wykładniczą (P - R)', 'umie wyłączyć czynnik przed znak pierwiastka (P)', 'umie włączyć czynnik pod znak pierwiastka (P)', 'umie oszacować wartość wyrażenia zawierającego pierwiastki (P - R)', 'umie obliczyć wartość wyrażenia zawierającego pierwiast ki i potęgi (P - R)']","['(R- D)', 'umie wyłączyć czynnik przed znak pierwiastka (R)', 'umie włączyć czynnik pod znak pierwiastka (R - D)', 'umie usunąć niewymierność z mianownika, korzystając z własności pierwiastków (R)']",[]
Środek symetrii figury,Środek symetrii figury,XV. Symetrie. Uczeń: 4) rozpoznaje figury środkowosymetryczne i wskazuje ich środki symetrii.,100.0,"['zna pojęcie środka symetrii figury (P)', 'umie podać przykłady figur, które mają środek symetrii (P)', 'umie rysować figury posiadające środek symetrii (P)', 'umie wskazać środek symetrii figury (P)', 'umie wyznaczyć środek symetrii odcinka (P)']","['umie rysować figury posiadające więcej niż jeden środek symetrii (R)', 'umie podawać przykłady figur będących jednocześnie osiowo - i środkowosymetrycznymi lub mających jedną z tych cech (R)', 'stosuje własności figur środkowosymetrycznych w zadaniach (R - W)']","[(15, 4)]"
