Temat,topic,skill,match_score,Cele podstawowe,Cele ponadpodstawowe,chapter_requirements
Obliczenia procentowe,Obliczenia procentowe,"V. Obliczenia procentowe. Uczeń: 1) przedstawia część wielkości jako procent tej wielkości; 2) oblicza liczbę a równą p procent danej liczby b ; 3) oblicza, jaki procent danej liczby b stanowi liczba a ; 4) oblicza liczbę b , której p procent jest równe a ; 5) stosuje obliczenia procentowe do rozwiązywania problemów w kontekście praktycznym, również w przypadkach dwukrotnych podwy żek lub obniżek danej wielkości.",100.0,"['zna pojęcie procentu (K)', 'rozumie potrzebę stosowania procentów w życiu codziennym (K)', 'umie zamienić pro cent na ułamek i odwrotnie (K - P)', 'umie obliczyć procent danej liczby (K - P)', 'umie odczytać dane z diagramu procentowego (K - P)', 'umie obliczyć liczbę na podstawie danego jej procentu (P)', 'umie obliczyć, jakim procentem jednej liczby jest druga liczba (P)', 'umie rozwiązać zadania związane z procentami (P)']","['umie obliczyć liczbę na podstawie danego jej procentu (R)', 'umie obliczyć, jakim procentem jednej liczby jest druga liczba (R)', 'umie rozwiązać zadania związane ze stężeniami procentowymi (R - D)', 'zna pojęcie promila (R)', 'umie obliczyć promil danej liczby (R)', 'umie rozwiązać zadania związane z procentami (R - W)']","[(5, 1), (5, 2), (5, 3), (5, 4), (5, 5)]"
Odcinki w g raniastosłupach,Odcinki w g raniastosłupach,"VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 7) zna i stosuje w sytuacjach praktycznych twierdzenie Pitagorasa (bez twierdzenia odwrotnego). IX. Wielokąty. Uczeń: 1) zna pojęcie wielokąta foremnego; 2) stosuje wzory na pole trójkąta, prostokąta, kwadratu, równoległoboku, rombu, trapezu, a także do wyznaczania długości odcinków w zadaniach nie trudniejszych niż w przykładach. XI. Geometria przestrzenna. Uczeń: 1) rozpoznaje graniastosłupy i ostrosłupy – w tym proste i prawidło we; 2) oblicza objętości i pola powierzchni graniastosłupów prostych, prawidłowych i takich, które nie są prawidłowe o poziomie t rudności nie większym niż w przykładowym zadaniu.",100.0,"['zna nazwy odcinków w graniastosłupie (P)', 'umie wskazać na modelu przekątną ściany bocznej, przekątną podstawy oraz przekątną graniastosłupa (K - P)', 'umie rysować w rzucie równoległym graniastosłupa prostego przekątne jego ścian oraz przekątne bryły (P - R)', 'umie obliczyć długość odcinka w graniastosłupie, korzystając z twierdzenia Pitagorasa (P - R)']","['umie obliczyć długość odcinka w graniastosłupie, korzystając z twierdzenia Pitagorasa (R - D)', 'umie obliczyć długość odcinka w graniastosłupie, korzystając z własności trójkątów prostokątnych o kątach 90 0, 450, 450 oraz 900, 30 0, 60 0 (R- D)']","[(8, 7), (9, 1), (9, 2), (11, 1), (11, 2)]"
Odcinki w ostrosłupach,Odcinki w ostrosłupach,"VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 7) zna i stosuje w sytuacjach pr aktycznych twierdzenie Pitagorasa (bez twierdzenia odwrotnego). IX. Wielokąty. Uczeń: 1) zna pojęcie wielokąta foremnego; 2) stosuje wzory na pole trójkąta, prostokąta, kwadratu, równoległoboku, rombu, trapezu, a także do wyznaczania długości odci nków w za daniach nie trudniejszych niż w przykładach. XI. Geometria przestrzenna. Uczeń:",100.0,"['zna pojęcie wysokości ściany bocznej (K)', 'umie wskazać trójkąt prostokątny, w którym występuje dany l ub szukany odcinek (K - P)', 'umie stosować twierdzenie Pitagorasa do wyznaczania długości odcinków (P)', 'umie obliczyć szukany odcinek, stosując twierdzenie Pitagorasa (P - R)']","['umie stosować twierdzenie Pitagorasa do wyznaczania długości odcinków (R)', 'umie rozwiązać zadania tekstowe związane z długością odcinków, polem powierzchni i objętością ostrosłupa oraz graniastosłupa (R - W)']","[(8, 7), (9, 1), (9, 2)]"
Odcinki w układzie współrzędnych,Odcinki w układzie współrzędnych,"VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 7) zna i stosuje w sytuacjach praktycznych twierdzenie Pitagorasa (bez twierdzenia odwrotnego). X. Oś liczbowa. Układ współrzędnych na płaszczyźnie . Uczeń: 4) znajduje środek odcinka, którego końce mają dane współrzędne (całkowite lub wymierne) oraz znajduje współrzędne drugiego końca odcinka, gdy dany jest jeden koniec i środek; 5) oblicza długość odcinka, którego końce są danymi punktami kratowymi w układzie współrzędnych; 6) dla danych punktów kratowych A i B znajduje inne punkty kratowe należące do prostej AB.",100.0,"['umie odczytać odległość między dwoma punktami o równych odciętych lub rzędnych (K)', 'umie wyznaczyć odległość między dwoma punktami, których współrzędne wyrażone są liczbami całkowitymi (P)', 'umie wyznaczyć środek odcinka (P - R)']","['umie obliczyć długości boków wielokąta leżącego w układzie współrzędnych (R)', 'umie sprawdzić, czy punkty leżą na okręgu lub w kole umieszczonym w układzie współrzędnych (R- D)', 'umie rozwiązać zadania tekstowe wykorzystujące obl iczanie długości odcinków w układzie współrzędnych (R- D)']","[(8, 7), (10, 4), (10, 5), (10, 6)]"
Odczytywanie wykresów,Odczytywanie wykresów,"XIII. Odczytywanie danych i elementy statystyki opisowej. Uczeń: 1) interpretuje dane przedstawione za pomocą tabel, diagramów słupkowych i kołowych, wykresów, w tym także wykresów w układzie współrzędnych.",100.0,"['rozumie wykres jako sposób prezentacji informacji (K)', 'umie odczytać informacje z wykresu (K)']","['um ie interpretować informacje odczytane z wykresu (R - W)', 'umie interpretować informacje z kilku wykresów narysowanych']","[(13, 1)]"
Oś symetrii figury,Oś symetrii figury,XV. Symetrie. Uczeń: 3) rozpoznaje figury osiowosymetryczne i wskazuje ich osie symetrii oraz uzupełnia figurę do figury osiowosymetrycznej przy d anych: osi symetrii figury i części figury.,100.0,"['zna pojęcie osi symetrii figury (K)', 'rozumie pojęcie figury osiowosymetrycznej (P)', 'umie podać przykłady figur, które mają oś symetrii (K)', 'umie narysować oś symetrii figury (P)', 'umie uzupełnić figurę do figury osiowosymetrycznej, mając dane: oś symetrii oraz część figury (P)']","['umie wskazać wszystkie osie symetrii figury (R)', 'umie rysować figury posiadające więcej niż jedną oś symetrii (R - W)', 'umie uzupełnić figurę, tak by była osiowosymetryczna (R - D)']","[(15, 3)]"
Podział proporcjonalny,Podział proporcjonalny,VII. Proporcjonalność prosta . Uczeń: 3) stosuje podział proporcjonalny.,100.0,"['zna pojęcie podziału proporcjonalnego (K)', 'umie podzielić daną wielkość na dwie części w zadanym stosunku (P)', 'umie ułożyć proporcję odpowiednią do warunków zadania (P - R)', 'umie rozwiązać proste zadania związane z podzi ałem proporcjonalnym (P -R)']","['umie podzielić daną wielkość na kilka części w zadanym stosunku (R - D)', 'umie rozwiązać zadania związane z podziałem proporcjonalnym w kontekście praktycznym (R- D)', 'umie obliczyć wielkość, znając jej część oraz stosunek, w jakim ją podzielono (R - D)']","[(7, 3)]"
Pole koła,Pole koła,XIV. Długość okręgu i pole koła. Uczeń: 3) oblicza p ole koła o danym promieniu lub danej średnicy; 4) oblicza promień lub średnicę koła o danym polu.,100.0,"['zna wzór na obliczanie pola koła (K)', 'umie obliczyć pole koła, znając jego promień lub średnicę (K - P)', 'umie wyznaczyć promień lub średnicę koła, znając jego pole (P)', 'umie rozwiązać zadania tekstowe związane porównywaniem pól figur (P)']","['umie wyznaczyć promień lu b średnicę koła, znając jego pole (R)', 'umie obliczyć pole pierścienia kołowego, znając promienie lub średnice kół ograniczających pierścień (R)', 'umie obliczyć pole koła, znając jego obwód i odwrotnie (R - D)', 'umie obliczyć pole nietypowej figury, wykorzystując wzór na pole koła (R- D)', 'umie rozwiązać zadania tekstowe związane z porównywaniem pól figur (R - D)', 'umie rozwiązać zadania tekstowe związane z obwodami i polami figur (D - W)']","[(14, 3), (14, 4)]"
Pole powierzchni i objętość g raniastosłupa,Pole powierzchni i objętość g raniastosłupa,"Powtórzenie i utrwalenie umiejętności z zakresu podstawy programowej dla klas IV -VI oraz XI. Geometria przestrzenna. Uczeń: 1) rozpoznaje graniastosłupy i ostrosłupy – w tym proste i prawidłowe; 2) oblicza objętości i pola powierzchni graniastosłupów prostych, prawidłowych i takich, które nie są prawidłowe o poziomie t rudności nie większym niż w przykładowym zadaniu.",100.0,"['zna pojęcia prostopadłościanu i sześcianu oraz ich budowę (K)', 'zna pojęcia graniastosłupa prostego i prawidłowego oraz ich budowę (K)', 'zna pojęcie graniastosłupa pochyłego (P)', 'zna wzory na obliczanie pola powierzchni i objętości graniastosłupa (K)', 'zna jednostki pola i objętości (K)', 'rozumie sposób tworzenia nazw graniastosłupów (K)', 'umie obliczyć pole powierzchni i objętość graniastosłupa (K)', 'umie obliczyć pole powierzchni i objętość narysowanych grania stosłupów (P - R)', 'umie obliczyć pole powierzchni i objętość graniastosłupa na podstawie narysowanej jego siatki (P - R)', 'umie rozwiązać zadania tekstowe związane z objętością i polem powierzchni graniastosłupa (P - R)']","['umie obliczyć pole powierzchni i objętość gra niastosłupa (R- D)', 'umie rozwiązać zadania tekstowe związane z objętością i polem powierzchni graniastosłupa (R- W)']","[(11, 1), (11, 2)]"
Porównywanie liczb,Porównywanie liczb,"Powtórzenie i utrwalenie umiejętności z zakresu podstawy programowej dla klas IV -VI oraz I. Potęgi o podstawach wymiernych. Uczeń: 1) zapisuje iloczyn jednakowych czynników w postaci potęgi o wykładniku całkowitym dodatnim; 5) odczytuje i zapisuje liczby w notacji wykładniczej∙ 10 , gdy 1 ≤< 10 , k jest liczbą całkowitą. II. Pierwiastki. Uczeń: 1) oblicza wartości pierwiastków kwadratowych i sześciennych z liczb, które są odpowiednio kwadratami lub sześcianami liczb w ymiernych; 2) szacuje wielkość danego pierwiastka kwadratowego lub sześciennego; 3) porównuje wartość wyrażenia arytmetycznego zawierającego pierwiastki z daną liczbą wymierną oraz znajduje liczby wymierne większe lub mniejsze od takiej wartości.",100.0,"['zna pojęcia: liczby naturalnej, liczby całkowitej, liczby wymiernej (K)', 'zna pojęcia: liczby przeciwnej do danej oraz odwrotności danej liczby (K)', 'umie podać liczbę przeciwną do danej (K) oraz odwrotność d anej liczby (K - P)', 'umie podać rozwinięcie dziesiętne ułamka zwykłego (K -P)', 'umie odczytać współrzędną punktu na osi liczbowej oraz zaznaczyć liczbę na osi liczbowej (K - P)', 'zna pojęcie potęgi o wykładniku: naturalnym (K)', 'zna pojęcie pierwiastka arytmetycznego II stopnia z liczby nieujemnej i III stopnia z dowolnej liczby (K)', 'zna pojęcie notacji wykładniczej (K)', 'umie obliczyć potęgę o wykładniku: naturalnym (K)', 'umie obliczyć pierwiastek arytmetyczny II i III stopnia z liczb, które są odpowiednio kwadratami lub sześcianami liczb wymiernych (K)', 'rozumie potrzebę stosowania notacji wykładniczej w praktyce (P)', 'umie zapisać liczbę w notacji wykładniczej (P)', 'umie oszacować wartość wyrażenia zawierającego pierwiastki (P - R)', 'umie porównywać (K) oraz porządkować (K - P) liczby przedstawione w różny sposób']","['umie odczytać współrzędne punktów na osi liczbowej i zaznaczyć liczbę na osi liczbowej (R)', 'umie porównywać i porządkować liczby przedstawione w różny sposób (R - D)', 'umie zapisać liczbę w notacji wykładniczej (R)']","[(1, 1), (1, 5), (2, 1), (2, 2), (2, 3)]"
Proporcje,Proporcje,VII. Proporcjonalność prost a. Uczeń: 3) stosuje podział proporcjonalny.,100.0,"['zna pojęcie proporcji i jej własności (P)', 'umie rozwiązywać równania zapisane w postaci proporcji (P)', 'umie wyrazić treść zadania za pomocą proporcji (P - R)']","['umie rozwiązać równanie, korzystając z proporcji (R - D)', 'umie wyrazić treść zadania za pomocą proporcji (R - W)', 'umie rozwiązać zadania tekstowe za pomocą proporcji (R- W)']","[(7, 3)]"
Przekształcenia algebraiczne,Przekształcenia algebraiczne,III. Tworzenie wyrażeń algebraicznych z jedną i z wieloma zmiennymi. Uczeń: 1) zapisuje wyniki podanych działań w postaci wyrażeń algebraicznych jednej lub kilku zmiennych; 2) oblicza wartości liczbowe wyrażeń algebraicznych; 3) zapisuje zależności przedstawione w zadaniach w postaci wyrażeń algebrai cznych jednej lub kilku zmiennych;,100.0,"['zna pojęcia: wyrażenie algebraiczne, jednomian, suma algebraiczna, wyrazy podobne (K)', 'zna zasadę przeprowadzania redukcji wyrazów podobnych (K)', 'umie budować proste wyrażenia algebraiczne (K)', 'umie redukować wyrazy podobne w sumie algebraicznej (K - P)', 'umie dodawać i odejmować sumy algebraiczne (K - P)', 'umie mnożyć jednomiany, sumę algebraiczną przez jednomian (K) oraz sumy algebraiczne (K - P)', 'umie obliczyć wartość liczbową wyrażenia bez jego przekształcania (K - P) i po przekształceniu do postaci dogodnej do obliczeń (P)', 'umie przekształcać wyrażenia algebraiczne (K - P)', 'umie opisywać zadania tekstowe za pomocą wyrażeń a lgebraicznych (P)']","['umie obliczyć wartość liczbową wyrażenia po przekształceniu do postaci dogodnej do obliczeń (R- D)', 'umie przekształcać wyrażenia algebraiczne (R - D)', 'umie opisywać zadania tekstowe za pomocą wyrażeń algebraicznych (R - D)', 'umie stosować przekszt ałcenia wyrażeń algebraicznych w zadaniach tekstowych (R- W)']","[(3, 1), (3, 2), (3, 3)]"
Przekątna kwadratu. Wysokość trójkąta równobocznego,Przekątn a kwadratu. Wysokość trójkąta równobocznego,VIII. Własności figur geometrycznych na płaszczyźnie. Uczeń: 7) zna i stosuje w sytuacjach praktycznych twierdzenie Pitagorasa (bez twierdzenia odwrotnego).,97.02970297029702,"['zna wzór na obliczanie długości przekątnej kwadratu (K)', 'zna wzór na obliczanie wysokości trójkąta równobocznego (K)', 'zna wzór na obliczanie pola trójkąta równoboczne go (P)', 'umie wyprowadzić wzór na obliczanie długości przekątnej kwadratu (P)', 'umie obliczyć długość przekątnej kwadratu, znając długość jego boku (K - P)', 'umie obliczyć wysokość lub pole trójkąta równobocznego, znając długość jego boku (P - R)', 'umie obliczyć długo ść boku lub pole kwadratu, znając długość jego przekątnej (P)', 'umie rozwiązać zadania tekstowe związane z przekątną kwadratu lub wysokością trójkąta równobocznego (P)']","['umie wyprowadzić wzór na obliczanie wysokości trójkąta równobocznego (R)', 'umie obliczyć długość boku lub pole kwadratu, znając długość jego przekątnej (R)', 'umie obliczyć długość boku lub pole trójkąta równobocznego, znając jego wysokość (R- D)', 'umie rozwiązać zadania tekstowe związane z przekątną kwadratu lub wysokością trójkąta równobocznego (R - W)']","[(8, 7)]"
Rodzaje ostrosłupów,Rodzaje ostrosłupów,XI. Geometria przestrzenna. Uczeń: 1) rozpoznaje graniastosłupy i ostrosłupy – w tym proste i prawidłowe.,100.0,"['zna pojęcie ostrosłupa (K)', 'zna pojęcie ostrosłupa prawidłowego (K)', 'zna pojęcia czworościanu i czworościanu foremnego (K)', 'zna budowę ostrosłupa (K)', 'rozumie sposób tworzenia nazw ostrosłupów (K)', 'zna pojęcie wysokości ostrosłupa (K)', 'umie określić liczbę wierzchołków, krawę dzi i ścian ostrosłupa (K - P)', 'umie rysować ostrosłup w rzucie równoległym (K- P)', 'umie obliczyć sumę długości krawędzi ostrosłupa (P)']","['umie obliczyć sumę długości krawędzi ostrosłupa (R)', 'umie rozwiązać zadania tekstowe związane z sumą długości krawędzi (R - D)']","[(11, 1)]"
Równania,Równania,"VI. Równania z jedną niewiadomą. Uczeń: 1) sprawdza, czy dana liczba jest rozwiązaniem równania (stopnia pierwszego, drugiego lub trzeciego) z jedną niewiadomą; 2) rozwiązuje równania pierwszego stopnia z jedną niewiadomą metodą równań równoważnych; 3) rozwiązuje równania, które po prostych przekształceniach wyrażeń algebraicznych sprowadzają się do równań pierwszego stopn ia z jedną niewiadomą; 4) rozwiązuje zadania tekstowe za pomocą równań pierwszego stopnia z jedną niewiadomą, w tym także z obliczeniami procentowymi; 5) przekształca proste wzory, aby wyznaczyć zadaną wielkość we wzorach geometrycznych (np. pól figur) i fizycznych (np. dotyc zących prędkości, drogi i czasu).",100.0,"['zna pojęcie równania (K)', 'zna pojęcia równań: równoważnych, tożsamościowych, sprzecznych (P)', 'zna metodę równań równoważnych (K)', 'rozumie pojęcie rozwiązania równania (K)', 'potrafi sprawdzić, czy dana liczba jest rozwiązaniem równania (K)', 'umie rozwiązać równanie (K - P)', 'umie rozpoznać równanie sprzeczne lub tożsamościowe (P)', 'umie przekształcić wzór (P)', 'umie opisać za pomocą równania zadanie osadzone w kontekście praktycznym (P - R)', 'umie rozwiązać zadania tekstowe związane z zastosowaniem równań (P - R)']","['umie rozwiązać równanie (R - D)', 'umie przekształcić wzór (R - D)', 'umie rozwiązać zadania tekstowe związane z zastosowaniem równań (R - W)']","[(6, 1), (6, 2), (6, 3), (6, 4), (6, 5)]"
Siatki ostrosłupów. Pole powierzchni,Siatki ostrosłupów. Pole powierzchni,"XI. Geometria przestrzenna. Uczeń: 1) rozpoznaje graniastosłupy i ostrosłupy – w tym proste i prawidłowe; 3) oblicza objętości ostrosłupów i pola powierzchni os trosłupów prawidłowych i takich, które nie są prawidłowe w zadaniach nie trudniejszych niż w przykładzie.",100.0,"['zna pojęcie siatki ostrosłupa (K)', 'zna pojęcie pola powierzchni ostrosłupa (K)', 'zna wzór na obliczanie pola powierzchni ostrosłupa (K)', 'rozumie pojęcie pola figury (K)', 'rozumie sposób obliczania pola powierzchni jako pola siatki (P)', 'rozumie zasadę kreślenia siatki (K)', 'umie kreślić siatkę ostrosłupa prawidłowego (K -P)', 'umie rozpoznać siatkę ostrosłupa (K -P)', 'umie obliczyć pole ostrosłupa prawidłowego (K -P)', 'umie rozwiązać zadania tekstowe związane z polem powierzchni ostr osłupa (P)']","['umie kreślić siatki ostrosłupów (R)', 'umie rozpoznać siatkę ostrosłupa (R - D)', 'umie obliczyć pole powierzchni ostrosłupa ((R - D)', 'umie rozwiązać zadania tekstowe związane z polem powierzchni ostrosłupa (R - W)']","[(11, 1), (11, 3)]"
Styczna do okręgu,Styczna do okręgu,Umiejętności nieujęte w podstawie programowej.,100.0,"['umie rozpoznać wzajemne położenie prostej i okręgu (P)', 'zna pojęcie stycznej do okręgu (P)', 'umie rozpoznać styczną do okręgu (P)', 'wie, że styczna do okręgu jest prostopadła do promien ia poprowadzonego do punktu']","['zna twierdzenie o równości długości odcinków na ramionach kąta wyznaczonych przez wierzchołek kąta i punkty styczności (R)', 'umie konstruować okrąg styczny do prostej w danym punkcie (R)', 'umie rozwiązać zadania konstrukcyjne i rachunkowe związane ze styczną do okręgu']",[]
Symetralna odcinka,Symetral na odcinka,XV. Symetrie. Uczeń: 1) rozpoznaje symetralną odcinka i dwusieczną kąta; 2) zna i stosuje w zadaniach podstawowe własności symetralnej odcinka i dwusiecznej kąta.,97.2972972972973,"['zna pojęcie symetralnej odcinka (K)', 'rozumie pojęcie symetralnej odcinka i jej własności (P)', 'umie konstruować symetralną odcinka (K)', 'umie konstrukcyjnie znajdować środek odcinka (K)']","['umie dzielić odcinek na 2 n równych części (R)', 'wykorzystuje własności symetralnej odcinka w zadaniac h (D- W)']","[(15, 1), (15, 2)]"
